Iteración,Tiempo(s),Memoria(KB)
1,0.08,56184
2,0.08,55664
3,0.06,56184
4,0.07,55536
5,0.07,55532
6,0.14,56816
7,0.07,57020
8,0.06,56040
9,0.07,56432
10,0.07,56088
11,0.07,56144
12,0.06,56168
13,0.07,56940
14,0.08,53612
15,0.08,55920
16,0.07,57196
17,0.07,55664
18,0.07,56176
19,0.07,56316
20,0.07,56432
21,0.07,56364
22,0.07,55664
23,0.07,56168
24,0.06,55924
25,0.06,55480
26,0.06,53624
27,0.07,55420
28,0.07,56316
29,0.08,57296
30,0.06,56044
31,0.05,55676
32,0.06,56688
33,0.06,55548
34,0.07,58092
35,0.06,55792
36,0.07,55788
37,0.07,56172
38,0.06,55656
39,0.06,56684
40,0.05,56024
41,0.06,56308
42,0.07,55928
43,0.06,56044
44,0.07,56048
45,0.07,55932
46,0.07,56808
47,0.07,56944
48,0.07,55416
49,0.07,55544
50,0.06,55536
51,0.06,56700
52,0.06,56068
53,0.06,53584
54,0.06,56444
55,0.06,56428
56,0.06,56688
57,0.07,56700
58,0.07,53624
59,0.06,55804
60,0.06,55664
61,0.06,55788
62,0.05,56304
63,0.07,56276
64,0.06,56564
65,0.06,56016
66,0.07,57052
67,0.06,56172
68,0.06,56316
69,0.06,56284
70,0.07,55792
71,0.06,56444
72,0.07,56876
73,0.08,56316
74,0.07,56196
75,0.07,55932
76,0.07,55812
77,0.06,56956
78,0.07,55536
79,0.08,57204
80,0.06,56124
81,0.07,56176
82,0.06,56688
83,0.05,55932
84,0.06,56188
85,0.06,55760
86,0.06,55280
87,0.06,56440
88,0.06,56212
89,0.06,56252
90,0.06,56060
91,0.07,56316
92,0.11,56108
93,0.08,56408
94,0.07,55788
95,0.06,56048
96,0.06,56692
97,0.07,56692
98,0.07,56176
99,0.07,55924
100,0.08,56560
