Iteración,Tiempo(s),Memoria(KB)
1,0.07,53244
2,0.07,53484
3,0.06,55400
4,0.05,55664
5,0.07,56060
6,0.06,53116
7,0.06,53372
8,0.06,56180
9,0.05,53420
10,0.05,53232
11,0.06,53072
12,0.06,53528
13,0.07,55924
14,0.06,56044
15,0.06,53232
16,0.06,56316
17,0.06,55788
18,0.07,55804
19,0.06,55676
20,0.08,56300
21,0.06,55548
22,0.06,53364
23,0.06,55916
24,0.06,53372
25,0.07,53488
26,0.06,55676
27,0.06,55932
28,0.10,55860
29,0.06,55536
30,0.05,53748
31,0.06,55916
32,0.06,53492
33,0.07,55724
34,0.09,56116
35,0.06,55920
36,0.06,56304
37,0.05,53612
38,0.06,40432
39,0.06,55532
40,0.05,55660
41,0.06,55276
42,0.06,53312
43,0.06,53528
44,0.05,53372
45,0.06,56172
46,0.05,53232
47,0.05,53360
48,0.06,53496
49,0.06,53244
50,0.07,55696
51,0.07,55924
52,0.06,53244
53,0.06,55660
54,0.05,55656
55,0.07,56176
56,0.06,53500
57,0.06,53360
58,0.05,55276
59,0.06,55796
60,0.06,52860
61,0.06,56472
62,0.05,55468
63,0.06,53116
64,0.06,56044
65,0.06,53116
66,0.07,53380
67,0.06,56188
68,0.06,55912
69,0.06,52996
70,0.06,55932
71,0.06,55792
72,0.06,56156
73,0.06,55932
74,0.07,56048
75,0.05,55656
76,0.07,55656
77,0.06,40172
78,0.06,56176
79,0.07,56180
80,0.06,56444
81,0.06,53616
82,0.07,56056
83,0.07,55788
84,0.06,55660
85,0.06,53352
86,0.06,52972
87,0.06,53356
88,0.05,55548
89,0.06,53736
90,0.07,56060
91,0.05,55792
92,0.06,55932
93,0.06,55940
94,0.05,53612
95,0.05,53380
96,0.07,56184
97,0.06,53244
98,0.05,53616
99,0.07,55920
100,0.06,55792
