Iteración,Tiempo(s),Memoria(KB)
1,0.05,55928
2,0.07,55788
3,0.07,57084
4,0.07,55920
5,0.06,56432
6,0.07,55660
7,0.06,56940
8,0.06,56172
9,0.07,55792
10,0.05,55884
11,0.06,55544
12,0.06,56184
13,0.07,56816
14,0.06,56188
15,0.08,56816
16,0.06,53372
17,0.07,56188
18,0.06,55748
19,0.06,57004
20,0.07,56400
21,0.06,55916
22,0.06,55916
23,0.05,56060
24,0.06,55788
25,0.06,56044
26,0.06,55800
27,0.07,57808
28,0.07,55900
29,0.07,55920
30,0.06,55788
31,0.06,56044
32,0.06,56052
33,0.06,56824
34,0.07,55596
35,0.07,56304
36,0.07,56948
37,0.06,55748
38,0.07,56444
39,0.08,57328
40,0.07,55672
41,0.07,56068
42,0.06,53224
43,0.08,55920
44,0.07,56316
45,0.07,56424
46,0.07,57412
47,0.06,56168
48,0.06,56108
49,0.06,56428
50,0.07,56316
51,0.07,57040
52,0.07,55932
53,0.09,55660
54,0.07,55796
55,0.06,56560
56,0.07,55668
57,0.07,56444
58,0.06,56340
59,0.06,55932
60,0.07,56048
61,0.06,56452
62,0.07,57324
63,0.06,56060
64,0.06,55800
65,0.07,56644
66,0.06,56040
67,0.07,56176
68,0.06,56084
69,0.06,55556
70,0.07,56664
71,0.06,56304
72,0.06,56444
73,0.07,56364
74,0.06,56312
75,0.07,57328
76,0.06,55932
77,0.08,56176
78,0.06,55656
79,0.07,56300
80,0.07,55624
81,0.06,55792
82,0.06,56316
83,0.06,56300
84,0.07,56812
85,0.06,55932
86,0.06,53712
87,0.06,55916
88,0.07,55812
89,0.06,56688
90,0.08,57072
91,0.07,56044
92,0.06,56556
93,0.06,55676
94,0.07,55556
95,0.07,56060
96,0.07,56296
97,0.06,56556
98,0.07,56180
99,0.07,56308
100,0.06,55920
