Iteración,Tiempo(s),Memoria(KB)
1,0.07,56148
2,0.08,55932
3,0.06,56188
4,0.07,55824
5,0.06,56168
6,0.07,54124
7,0.07,53492
8,0.07,56976
9,0.06,56424
10,0.07,56556
11,0.06,56216
12,0.05,55660
13,0.06,55916
14,0.06,53352
15,0.07,56440
16,0.06,56176
17,0.07,56956
18,0.07,56316
19,0.07,57604
20,0.06,56048
21,0.05,55536
22,0.07,56568
23,0.07,56304
24,0.07,56304
25,0.06,55532
26,0.06,56304
27,0.06,56580
28,0.07,55956
29,0.07,55788
30,0.06,56692
31,0.07,53636
32,0.12,53636
33,0.06,53744
34,0.05,56176
35,0.06,56424
36,0.06,55920
37,0.06,56696
38,0.07,55932
39,0.06,56576
40,0.07,55920
41,0.06,56304
42,0.06,55920
43,0.07,56452
44,0.07,58104
45,0.06,55292
46,0.06,56428
47,0.06,56444
48,0.06,56044
49,0.05,56556
50,0.06,56268
51,0.05,55340
52,0.06,55920
53,0.08,58096
54,0.07,55924
55,0.06,55672
56,0.07,56432
57,0.08,56044
58,0.06,55672
59,0.07,55932
60,0.06,55920
61,0.06,55672
62,0.05,56048
63,0.06,55788
64,0.06,56168
65,0.06,56304
66,0.06,55788
67,0.07,55932
68,0.06,55788
69,0.06,56440
70,0.07,55916
71,0.07,55920
72,0.07,55664
73,0.07,56296
74,0.06,53548
75,0.06,56188
76,0.06,56172
77,0.06,53996
78,0.06,56044
79,0.08,56316
80,0.07,55548
81,0.05,56572
82,0.07,55916
83,0.07,55920
84,0.06,55604
85,0.06,55664
86,0.06,56296
87,0.07,56956
88,0.05,55788
89,0.07,55672
90,0.07,55668
91,0.06,56232
92,0.06,55924
93,0.06,56196
94,0.07,56684
95,0.09,56680
96,0.06,56308
97,0.06,56016
98,0.07,56176
99,0.07,56244
100,0.05,56060
