Iteración,Tiempo(s),Memoria(KB)
1,0.06,56304
2,0.07,56948
3,0.07,56060
4,0.06,56232
5,0.07,55932
6,0.07,56172
7,0.07,56700
8,0.06,56440
9,0.08,57456
10,0.08,57852
11,0.06,55788
12,0.07,56300
13,0.07,56052
14,0.06,53872
15,0.07,56184
16,0.07,56088
17,0.06,56208
18,0.06,56172
19,0.06,53628
20,0.07,56572
21,0.07,56312
22,0.06,55492
23,0.06,56056
24,0.06,55424
25,0.06,56280
26,0.05,55792
27,0.06,55936
28,0.07,56432
29,0.06,56316
30,0.07,56840
31,0.06,56316
32,0.07,56304
33,0.06,53484
34,0.07,56056
35,0.06,56436
36,0.07,56180
37,0.06,56828
38,0.09,55300
39,0.06,55932
40,0.07,55784
41,0.06,55932
42,0.06,56304
43,0.07,56300
44,0.08,56172
45,0.07,56944
46,0.05,55804
47,0.07,55900
48,0.07,56052
49,0.06,56560
50,0.06,56308
51,0.07,56940
52,0.05,56040
53,0.08,56048
54,0.07,56316
55,0.07,56304
56,0.07,55536
57,0.05,55676
58,0.08,57128
59,0.06,55660
60,0.06,56524
61,0.06,55664
62,0.06,56436
63,0.06,56440
64,0.06,55664
65,0.06,56156
66,0.06,56176
67,0.07,54780
68,0.07,57072
69,0.05,56188
70,0.05,55672
71,0.06,56060
72,0.07,55788
73,0.06,56172
74,0.06,55916
75,0.06,55548
76,0.06,53608
77,0.08,56188
78,0.07,55920
79,0.07,57204
80,0.07,55804
81,0.06,53884
82,0.06,56172
83,0.05,56188
84,0.06,56296
85,0.07,56048
86,0.06,55920
87,0.06,53840
88,0.05,55784
89,0.07,55788
90,0.06,56564
91,0.06,56176
92,0.07,56644
93,0.07,57068
94,0.07,54424
95,0.05,55760
96,0.06,56444
97,0.07,56188
98,0.06,56424
99,0.05,55796
100,0.07,56952
