Iteración,Tiempo(s),Memoria(KB)
1,0.06,53628
2,0.05,55548
3,0.06,55728
4,0.06,55152
5,0.06,55768
6,0.06,56316
7,0.06,53500
8,0.08,53480
9,0.06,55312
10,0.06,56048
11,0.06,53500
12,0.08,55800
13,0.05,53228
14,0.06,56168
15,0.06,53620
16,0.06,53244
17,0.06,56044
18,0.06,53236
19,0.06,53492
20,0.06,53484
21,0.06,55668
22,0.08,55784
23,0.07,53244
24,0.06,53408
25,0.05,53188
26,0.06,55832
27,0.07,56516
28,0.06,40400
29,0.05,55784
30,0.06,53116
31,0.06,55804
32,0.06,56304
33,0.06,55672
34,0.07,55792
35,0.05,55524
36,0.06,53360
37,0.06,55800
38,0.06,55656
39,0.06,53616
40,0.05,53244
41,0.06,40428
42,0.06,55532
43,0.05,53360
44,0.05,53116
45,0.05,56196
46,0.06,55804
47,0.06,55928
48,0.05,55664
49,0.06,53724
50,0.06,55924
51,0.06,56068
52,0.06,56316
53,0.06,56176
54,0.07,55792
55,0.06,56304
56,0.05,53380
57,0.07,55788
58,0.06,55876
59,0.06,53368
60,0.05,53596
61,0.06,55900
62,0.06,53368
63,0.07,55928
64,0.07,53228
65,0.06,53404
66,0.06,53352
67,0.06,55912
68,0.05,55276
69,0.06,55532
70,0.06,53636
71,0.07,56692
72,0.06,53436
73,0.06,55408
74,0.06,55916
75,0.05,53500
76,0.06,56060
77,0.07,56428
78,0.06,55784
79,0.06,56044
80,0.05,40424
81,0.05,55916
82,0.07,55784
83,0.07,55532
84,0.05,53244
85,0.06,55920
86,0.05,55548
87,0.05,55664
88,0.06,53488
89,0.07,53628
90,0.06,55404
91,0.05,55620
92,0.06,53112
93,0.06,55172
94,0.06,55920
95,0.06,53364
96,0.08,55596
97,0.05,55676
98,0.06,55928
99,0.06,53372
100,0.06,55920
