Iteración,Tiempo(s),Memoria(KB)
1,0.06,55660
2,0.07,55532
3,0.06,53116
4,0.06,56176
5,0.05,55928
6,0.06,53352
7,0.07,53492
8,0.06,52972
9,0.06,53484
10,0.06,53364
11,0.06,56188
12,0.06,53352
13,0.06,55792
14,0.06,53108
15,0.07,56308
16,0.06,53128
17,0.07,56044
18,0.07,53500
19,0.07,55492
20,0.06,53232
21,0.06,52916
22,0.07,55664
23,0.06,53356
24,0.07,53104
25,0.06,53352
26,0.06,53036
27,0.07,55676
28,0.05,55532
29,0.06,56296
30,0.05,55932
31,0.05,53392
32,0.07,55928
33,0.07,53492
34,0.06,53228
35,0.06,55788
36,0.06,56468
37,0.07,56184
38,0.07,55664
39,0.06,55528
40,0.06,56188
41,0.06,53124
42,0.05,53240
43,0.06,55656
44,0.07,55656
45,0.07,56172
46,0.07,55580
47,0.07,55408
48,0.05,53336
49,0.07,56060
50,0.06,55532
51,0.09,53360
52,0.06,53500
53,0.06,56172
54,0.06,56172
55,0.05,55532
56,0.05,55544
57,0.06,55664
58,0.06,56440
59,0.06,56176
60,0.05,53100
61,0.05,53360
62,0.05,53720
63,0.07,55784
64,0.06,56052
65,0.06,53252
66,0.09,55600
67,0.06,55656
68,0.05,55676
69,0.05,53232
70,0.05,55668
71,0.06,55920
72,0.05,53360
73,0.06,53612
74,0.07,55888
75,0.07,55932
76,0.06,53228
77,0.05,55672
78,0.06,53104
79,0.06,55420
80,0.06,55292
81,0.06,53244
82,0.06,53488
83,0.07,55920
84,0.05,52972
85,0.07,55656
86,0.06,55404
87,0.06,53228
88,0.07,55800
89,0.06,53628
90,0.07,55664
91,0.06,53116
92,0.09,56176
93,0.05,55660
94,0.06,53744
95,0.05,53144
96,0.06,53352
97,0.07,55292
98,0.06,55932
99,0.06,55920
100,0.05,53240
