Iteración,Tiempo(s),Memoria(KB)
1,0.06,56316
2,0.06,56176
3,0.07,56172
4,0.06,56052
5,0.06,56424
6,0.07,56060
7,0.06,56044
8,0.06,56308
9,0.07,55656
10,0.07,57580
11,0.07,53484
12,0.08,56688
13,0.06,55732
14,0.07,55576
15,0.06,56300
16,0.06,56176
17,0.06,56044
18,0.08,55916
19,0.07,56428
20,0.07,57080
21,0.06,56048
22,0.07,55656
23,0.07,56296
24,0.06,53468
25,0.08,55976
26,0.08,56176
27,0.07,58108
28,0.06,56048
29,0.06,56060
30,0.06,55796
31,0.06,56688
32,0.05,55792
33,0.07,56688
34,0.06,56180
35,0.07,56184
36,0.07,55800
37,0.06,56440
38,0.06,56428
39,0.07,56444
40,0.06,56440
41,0.06,56464
42,0.06,55912
43,0.07,53616
44,0.05,55788
45,0.06,56316
46,0.06,55400
47,0.06,55920
48,0.07,55668
49,0.06,56568
50,0.07,55676
51,0.06,55784
52,0.06,55676
53,0.06,55912
54,0.06,56048
55,0.06,56440
56,0.07,56168
57,0.07,55884
58,0.06,56048
59,0.06,55928
60,0.06,56828
61,0.06,56708
62,0.05,55404
63,0.07,55536
64,0.09,55868
65,0.06,55632
66,0.06,53516
67,0.06,55924
68,0.07,56048
69,0.07,55896
70,0.06,55784
71,0.08,57080
72,0.06,55876
73,0.06,53636
74,0.06,56572
75,0.07,55932
76,0.06,56428
77,0.06,56060
78,0.06,56176
79,0.06,54892
80,0.06,55552
81,0.06,55916
82,0.06,56060
83,0.06,56572
84,0.06,53996
85,0.06,55528
86,0.06,56188
87,0.06,56444
88,0.05,55916
89,0.07,57036
90,0.07,56700
91,0.07,55656
92,0.05,55932
93,0.07,55916
94,0.06,56172
95,0.06,56188
96,0.07,55620
97,0.07,56808
98,0.07,55536
99,0.07,56808
100,0.06,56316
