Iteración,Tiempo(s),Memoria(KB)
1,0.06,56076
2,0.06,53488
3,0.06,53500
4,0.05,55320
5,0.05,55420
6,0.07,55916
7,0.06,53496
8,0.07,56188
9,0.07,53756
10,0.06,55672
11,0.06,55912
12,0.05,53272
13,0.06,55276
14,0.06,55664
15,0.06,55660
16,0.06,56092
17,0.06,55920
18,0.06,52984
19,0.06,55984
20,0.06,55656
21,0.06,53500
22,0.06,55272
23,0.06,55980
24,0.06,56196
25,0.06,55532
26,0.06,55924
27,0.06,56056
28,0.06,56180
29,0.06,54908
30,0.05,53492
31,0.06,56060
32,0.06,56300
33,0.06,55916
34,0.07,56172
35,0.06,55784
36,0.06,53488
37,0.08,55948
38,0.06,53620
39,0.06,56052
40,0.06,53360
41,0.08,53360
42,0.06,53584
43,0.07,56044
44,0.05,53588
45,0.06,55540
46,0.06,56188
47,0.07,55788
48,0.06,54780
49,0.06,56304
50,0.06,55796
51,0.06,53504
52,0.07,55932
53,0.07,56436
54,0.06,53748
55,0.05,53536
56,0.06,55664
57,0.06,53372
58,0.07,53508
59,0.06,56232
60,0.05,55796
61,0.06,53628
62,0.06,55792
63,0.06,53484
64,0.05,53484
65,0.06,56308
66,0.06,53616
67,0.06,55916
68,0.05,55920
69,0.06,55976
70,0.05,56168
71,0.05,53468
72,0.05,56004
73,0.07,55532
74,0.08,56264
75,0.06,53624
76,0.05,56056
77,0.05,55932
78,0.06,53228
79,0.06,55932
80,0.06,56068
81,0.05,55672
82,0.06,55620
83,0.05,55536
84,0.05,55804
85,0.05,53372
86,0.06,56044
87,0.06,56280
88,0.05,40564
89,0.05,53628
90,0.05,53488
91,0.05,55932
92,0.05,53484
93,0.06,55300
94,0.06,56172
95,0.07,56044
96,0.07,55804
97,0.05,55280
98,0.05,55404
99,0.06,55660
100,0.05,53484
