Iteración,Tiempo(s),Memoria(KB)
1,0.06,52968
2,0.06,55916
3,0.05,55544
4,0.06,55420
5,0.06,40444
6,0.06,55928
7,0.06,53108
8,0.06,55660
9,0.06,55156
10,0.06,56084
11,0.06,55768
12,0.07,55940
13,0.06,55932
14,0.06,55916
15,0.06,55544
16,0.08,55876
17,0.06,56180
18,0.07,55804
19,0.08,56188
20,0.07,55532
21,0.06,53564
22,0.05,55660
23,0.05,53744
24,0.06,53368
25,0.07,56172
26,0.05,40304
27,0.06,53328
28,0.06,55544
29,0.06,52996
30,0.07,55932
31,0.05,40316
32,0.07,55812
33,0.07,56048
34,0.07,55536
35,0.06,53240
36,0.05,53256
37,0.07,55152
38,0.05,53360
39,0.08,56044
40,0.11,55172
41,0.06,53484
42,0.05,55536
43,0.07,56312
44,0.06,54892
45,0.06,53372
46,0.05,56184
47,0.06,55672
48,0.06,56300
49,0.06,56304
50,0.06,56364
51,0.05,55796
52,0.06,40172
53,0.06,53244
54,0.06,53360
55,0.07,55924
56,0.06,53188
57,0.07,56060
58,0.05,40312
59,0.06,55784
60,0.06,55928
61,0.06,55832
62,0.06,56048
63,0.06,53360
64,0.06,56144
65,0.05,55920
66,0.06,56060
67,0.06,55276
68,0.05,53572
69,0.05,53240
70,0.07,55172
71,0.07,55804
72,0.05,55676
73,0.06,55792
74,0.06,56140
75,0.06,53124
76,0.06,55536
77,0.06,56044
78,0.05,53144
79,0.05,56168
80,0.06,55876
81,0.06,56056
82,0.05,53100
83,0.06,55792
84,0.07,56172
85,0.06,53612
86,0.06,55660
87,0.06,56176
88,0.06,55916
89,0.05,55540
90,0.06,53336
91,0.06,56172
92,0.05,53452
93,0.06,55024
94,0.06,56396
95,0.06,55276
96,0.06,55912
97,0.06,55932
98,0.06,55804
99,0.06,53488
100,0.08,56056
