Iteración,Tiempo(s),Memoria(KB)
1,0.07,56300
2,0.07,57132
3,0.08,55668
4,0.07,56056
5,0.05,56428
6,0.08,55848
7,0.06,56560
8,0.07,56368
9,0.08,57040
10,0.06,56056
11,0.07,57232
12,0.06,55924
13,0.08,56800
14,0.06,55412
15,0.06,56824
16,0.06,55804
17,0.06,53884
18,0.07,55676
19,0.07,56184
20,0.06,56312
21,0.06,56184
22,0.08,56308
23,0.06,56044
24,0.07,56692
25,0.07,55896
26,0.06,53628
27,0.09,53456
28,0.06,55660
29,0.07,56940
30,0.06,56056
31,0.08,57068
32,0.06,53612
33,0.06,55940
34,0.07,57704
35,0.07,56052
36,0.07,56428
37,0.06,55676
38,0.06,56152
39,0.06,56568
40,0.07,57196
41,0.06,56176
42,0.06,56040
43,0.07,56044
44,0.07,56172
45,0.07,53628
46,0.07,55676
47,0.07,56176
48,0.06,55964
49,0.06,56156
50,0.06,56044
51,0.07,55916
52,0.06,53420
53,0.05,56184
54,0.08,55792
55,0.07,55804
56,0.06,55788
57,0.09,56184
58,0.06,54644
59,0.06,55548
60,0.07,58364
61,0.06,56168
62,0.06,56284
63,0.07,55664
64,0.05,55668
65,0.06,56344
66,0.07,56556
67,0.07,56944
68,0.06,53868
69,0.06,55792
70,0.05,55788
71,0.07,55932
72,0.06,53752
73,0.06,56688
74,0.06,56300
75,0.06,55788
76,0.06,56188
77,0.07,57324
78,0.08,55760
79,0.07,53756
80,0.08,56296
81,0.07,56284
82,0.06,55932
83,0.06,55804
84,0.07,56252
85,0.08,56208
86,0.06,55676
87,0.06,55884
88,0.06,56824
89,0.07,56436
90,0.07,57320
91,0.06,56144
92,0.07,56316
93,0.08,55788
94,0.07,56936
95,0.06,56296
96,0.07,56180
97,0.06,55932
98,0.06,53488
99,0.07,55724
100,0.06,55792
