Iteración,Tiempo(s),Memoria(KB)
1,0.06,53608
2,0.06,53488
3,0.07,55792
4,0.09,55888
5,0.07,53100
6,0.06,55796
7,0.06,55416
8,0.05,55504
9,0.06,53364
10,0.07,55288
11,0.05,55536
12,0.05,55668
13,0.07,56168
14,0.06,53356
15,0.06,53244
16,0.07,55556
17,0.07,55812
18,0.07,55532
19,0.07,55888
20,0.07,52868
21,0.06,56024
22,0.07,55404
23,0.07,55548
24,0.06,55300
25,0.07,55660
26,0.06,53628
27,0.06,53740
28,0.06,53616
29,0.06,53500
30,0.06,55892
31,0.07,55792
32,0.05,53452
33,0.05,53488
34,0.05,55420
35,0.06,55676
36,0.06,56156
37,0.06,53612
38,0.05,55420
39,0.06,55400
40,0.06,55504
41,0.06,55676
42,0.05,55664
43,0.06,55788
44,0.06,53352
45,0.06,53244
46,0.05,55632
47,0.07,56188
48,0.06,56188
49,0.06,56172
50,0.07,55932
51,0.08,55804
52,0.05,53616
53,0.07,53360
54,0.07,53196
55,0.05,55660
56,0.05,53456
57,0.05,53356
58,0.05,55528
59,0.05,55300
60,0.05,55724
61,0.06,56300
62,0.06,56180
63,0.05,55664
64,0.06,53200
65,0.06,56316
66,0.06,53244
67,0.06,53660
68,0.12,56056
69,0.08,55676
70,0.07,55660
71,0.07,56016
72,0.07,52972
73,0.06,55676
74,0.05,53356
75,0.06,55924
76,0.06,55660
77,0.06,53124
78,0.06,53500
79,0.07,56272
80,0.06,53488
81,0.06,55804
82,0.07,56060
83,0.05,55792
84,0.07,55672
85,0.07,55764
86,0.05,53500
87,0.07,55920
88,0.06,53372
89,0.06,53356
90,0.06,55812
91,0.06,55676
92,0.09,56188
93,0.05,53360
94,0.07,55932
95,0.05,53380
96,0.06,55684
97,0.06,53608
98,0.06,53620
99,0.06,55540
100,0.06,56188
