Iteración,Tiempo(s),Memoria(KB)
1,0.06,56200
2,0.07,56940
3,0.06,53748
4,0.05,56316
5,0.08,55916
6,0.07,56168
7,0.07,56560
8,0.07,53884
9,0.07,56316
10,0.07,55792
11,0.07,56316
12,0.07,53744
13,0.06,55536
14,0.08,56040
15,0.07,56424
16,0.06,55404
17,0.07,53844
18,0.09,57084
19,0.07,57796
20,0.06,55792
21,0.06,56444
22,0.06,55788
23,0.06,56304
24,0.07,57592
25,0.07,55940
26,0.06,56300
27,0.06,56060
28,0.07,55640
29,0.07,55920
30,0.06,56188
31,0.08,55940
32,0.07,55416
33,0.07,57724
34,0.06,55920
35,0.06,56432
36,0.06,53468
37,0.06,56060
38,0.07,55804
39,0.07,55664
40,0.06,55672
41,0.07,57084
42,0.07,56312
43,0.07,55920
44,0.09,56856
45,0.06,56096
46,0.06,56272
47,0.05,55548
48,0.05,56312
49,0.07,55656
50,0.06,53372
51,0.06,56048
52,0.07,56828
53,0.06,55404
54,0.07,54900
55,0.05,55284
56,0.07,56812
57,0.08,56836
58,0.06,55796
59,0.07,56312
60,0.06,56172
61,0.07,57448
62,0.06,55796
63,0.07,55932
64,0.07,56436
65,0.06,56812
66,0.07,55804
67,0.07,55804
68,0.08,56132
69,0.06,56028
70,0.06,56304
71,0.06,56304
72,0.06,55792
73,0.08,57476
74,0.06,56184
75,0.06,56428
76,0.07,56340
77,0.07,56552
78,0.08,56572
79,0.07,56948
80,0.05,55916
81,0.06,56048
82,0.07,56316
83,0.06,55664
84,0.06,56132
85,0.07,56680
86,0.07,56872
87,0.09,56700
88,0.07,55756
89,0.09,57092
90,0.07,56044
91,0.08,57452
92,0.08,56188
93,0.07,56700
94,0.06,56176
95,0.07,57192
96,0.07,55804
97,0.07,56168
98,0.07,55924
99,0.06,56316
100,0.06,56172
