Iteración,Tiempo(s),Memoria(KB)
1,0.06,55792
2,0.06,53484
3,0.05,55788
4,0.06,53200
5,0.05,55668
6,0.06,53244
7,0.06,53212
8,0.06,55792
9,0.06,53352
10,0.06,53236
11,0.06,55548
12,0.05,55400
13,0.06,55540
14,0.06,53360
15,0.07,56188
16,0.06,55404
17,0.05,55644
18,0.06,55788
19,0.07,55640
20,0.05,55660
21,0.05,55676
22,0.06,53328
23,0.05,55660
24,0.05,53496
25,0.06,53616
26,0.06,55788
27,0.06,56152
28,0.07,55804
29,0.06,55408
30,0.05,53500
31,0.07,55792
32,0.05,53372
33,0.07,56100
34,0.06,53480
35,0.07,55152
36,0.06,55792
37,0.06,56060
38,0.06,53488
39,0.06,56048
40,0.06,55332
41,0.05,55400
42,0.06,53372
43,0.06,53628
44,0.06,55556
45,0.06,55932
46,0.07,55948
47,0.05,55792
48,0.06,55540
49,0.09,53104
50,0.08,56048
51,0.07,53572
52,0.06,53484
53,0.06,55664
54,0.05,55548
55,0.05,55668
56,0.06,55276
57,0.06,55796
58,0.06,55788
59,0.06,56300
60,0.06,54508
61,0.05,55920
62,0.05,53488
63,0.05,53628
64,0.07,55628
65,0.05,55540
66,0.06,53488
67,0.06,52972
68,0.05,55676
69,0.07,55536
70,0.06,55364
71,0.05,55928
72,0.06,53356
73,0.06,55436
74,0.05,53420
75,0.06,56108
76,0.05,53372
77,0.05,53608
78,0.05,55544
79,0.05,55852
80,0.07,55672
81,0.06,56572
82,0.06,52988
83,0.06,55696
84,0.07,55932
85,0.06,53280
86,0.07,55932
87,0.07,56184
88,0.07,56444
89,0.06,53104
90,0.06,53372
91,0.07,56052
92,0.05,55416
93,0.07,55656
94,0.06,53360
95,0.06,53116
96,0.06,53196
97,0.06,53628
98,0.06,56432
99,0.06,52868
100,0.08,56004
