Iteración,Tiempo(s),Memoria(KB)
1,0.07,40296
2,0.06,53360
3,0.07,55284
4,0.05,53744
5,0.07,55932
6,0.05,53616
7,0.06,55684
8,0.07,53380
9,0.07,56040
10,0.08,55532
11,0.05,53144
12,0.09,55852
13,0.06,55152
14,0.06,56156
15,0.06,53372
16,0.06,55528
17,0.06,53500
18,0.05,53748
19,0.06,53352
20,0.06,53232
21,0.06,55800
22,0.05,40508
23,0.06,56316
24,0.05,53356
25,0.06,56196
26,0.06,53100
27,0.05,53352
28,0.06,56180
29,0.07,56060
30,0.05,40172
31,0.05,53372
32,0.06,56044
33,0.06,56040
34,0.05,55536
35,0.06,56188
36,0.06,56172
37,0.07,55916
38,0.06,53492
39,0.05,56048
40,0.05,40432
41,0.05,53244
42,0.06,55804
43,0.06,55784
44,0.06,55172
45,0.06,56300
46,0.05,40416
47,0.06,55020
48,0.06,55916
49,0.05,53276
50,0.06,55916
51,0.06,53360
52,0.06,56436
53,0.06,55248
54,0.06,55948
55,0.06,56556
56,0.06,56324
57,0.06,55916
58,0.06,40556
59,0.07,55700
60,0.06,53612
61,0.06,53500
62,0.05,53372
63,0.05,53372
64,0.06,56188
65,0.05,40316
66,0.06,53236
67,0.06,56188
68,0.05,55460
69,0.06,53752
70,0.06,40316
71,0.06,56304
72,0.06,55544
73,0.05,55928
74,0.05,53372
75,0.07,56188
76,0.06,53224
77,0.07,53500
78,0.06,56400
79,0.05,53616
80,0.05,53356
81,0.05,40120
82,0.07,55928
83,0.07,55796
84,0.06,56308
85,0.06,55144
86,0.06,53464
87,0.06,56172
88,0.07,56188
89,0.05,55804
90,0.06,55272
91,0.07,55684
92,0.06,53480
93,0.06,53372
94,0.07,53488
95,0.06,55924
96,0.06,53360
97,0.08,54768
98,0.08,56304
99,0.06,56080
100,0.05,55536
