Iteración,Tiempo(s),Memoria(KB)
1,0.06,56044
2,0.06,56048
3,0.06,56188
4,0.06,56068
5,0.06,55800
6,0.06,55828
7,0.06,56060
8,0.08,53372
9,0.06,53096
10,0.05,55676
11,0.05,55676
12,0.06,53340
13,0.07,55676
14,0.06,53336
15,0.08,56048
16,0.06,55804
17,0.06,55932
18,0.07,56060
19,0.06,55916
20,0.08,56428
21,0.06,55928
22,0.06,56308
23,0.06,56060
24,0.07,56176
25,0.07,55760
26,0.06,56048
27,0.06,56028
28,0.06,56172
29,0.07,56048
30,0.06,56312
31,0.06,56188
32,0.06,56172
33,0.05,55800
34,0.07,40060
35,0.07,56188
36,0.05,53340
37,0.05,56280
38,0.05,53628
39,0.06,55292
40,0.05,53360
41,0.06,55420
42,0.06,56048
43,0.05,40312
44,0.05,53436
45,0.05,53608
46,0.09,56316
47,0.07,56044
48,0.05,53612
49,0.07,56056
50,0.06,56316
51,0.06,55912
52,0.05,53228
53,0.06,55032
54,0.06,52988
55,0.06,55884
56,0.06,56212
57,0.08,55812
58,0.06,55660
59,0.05,40196
60,0.05,53360
61,0.06,53196
62,0.07,56024
63,0.07,55532
64,0.06,55404
65,0.05,55400
66,0.05,53252
67,0.06,53244
68,0.06,53244
69,0.05,55932
70,0.07,55920
71,0.05,53352
72,0.07,55664
73,0.07,55108
74,0.06,55804
75,0.06,53112
76,0.06,55548
77,0.07,55916
78,0.06,55292
79,0.06,53484
80,0.07,56048
81,0.05,55536
82,0.06,56408
83,0.05,53612
84,0.06,56060
85,0.06,55952
86,0.06,54384
87,0.05,53460
88,0.06,56300
89,0.06,55788
90,0.06,53240
91,0.05,53368
92,0.06,55024
93,0.07,55656
94,0.07,55784
95,0.06,55916
96,0.06,55044
97,0.06,53488
98,0.08,56300
99,0.07,55800
100,0.06,56060
