Iteración,Tiempo(s),Memoria(KB)
1,0.06,53188
2,0.06,55784
3,0.08,55036
4,0.06,53484
5,0.06,56300
6,0.06,55672
7,0.06,53444
8,0.06,53244
9,0.05,53224
10,0.06,53480
11,0.06,55660
12,0.06,56188
13,0.06,55788
14,0.06,53272
15,0.07,55916
16,0.07,53228
17,0.06,56060
18,0.07,53500
19,0.07,53352
20,0.06,53496
21,0.06,53352
22,0.06,53232
23,0.06,56040
24,0.05,56056
25,0.06,53496
26,0.05,55548
27,0.07,55292
28,0.07,55784
29,0.06,53632
30,0.05,55676
31,0.07,55536
32,0.07,56144
33,0.06,53460
34,0.06,53484
35,0.06,53360
36,0.07,56316
37,0.06,56172
38,0.07,56044
39,0.06,53484
40,0.06,55668
41,0.05,55292
42,0.05,55920
43,0.05,53500
44,0.06,55340
45,0.06,53228
46,0.05,55412
47,0.05,55468
48,0.05,55404
49,0.06,56044
50,0.06,53484
51,0.05,53616
52,0.06,56044
53,0.05,53500
54,0.06,56188
55,0.06,55832
56,0.06,52944
57,0.06,53272
58,0.07,55676
59,0.07,55540
60,0.06,56056
61,0.07,56068
62,0.06,56040
63,0.06,53488
64,0.06,53372
65,0.06,55544
66,0.06,53616
67,0.06,55804
68,0.07,56300
69,0.05,56172
70,0.05,55788
71,0.07,56176
72,0.06,53488
73,0.05,54084
74,0.06,53328
75,0.09,55940
76,0.06,54896
77,0.05,53108
78,0.07,56060
79,0.06,53340
80,0.06,56188
81,0.06,55548
82,0.05,55660
83,0.07,53488
84,0.08,55996
85,0.06,52972
86,0.07,55448
87,0.05,53536
88,0.06,55912
89,0.07,55676
90,0.05,53628
91,0.05,55804
92,0.06,53496
93,0.05,53372
94,0.06,53356
95,0.06,53500
96,0.06,56316
97,0.06,55784
98,0.07,55548
99,0.05,52988
100,0.06,53456
