Iteración,Tiempo(s),Memoria(KB)
1,0.06,53180
2,0.06,56168
3,0.09,53380
4,0.06,53360
5,0.06,53116
6,0.07,55592
7,0.06,55912
8,0.06,53100
9,0.06,56308
10,0.06,56172
11,0.07,53588
12,0.07,40300
13,0.06,55928
14,0.06,55668
15,0.06,55036
16,0.07,55920
17,0.06,55888
18,0.06,53512
19,0.06,55920
20,0.06,53368
21,0.07,55788
22,0.06,53740
23,0.07,55932
24,0.05,56048
25,0.05,55788
26,0.06,53356
27,0.06,53488
28,0.05,53100
29,0.06,53380
30,0.07,56260
31,0.05,55656
32,0.06,53356
33,0.06,55704
34,0.06,53464
35,0.05,53620
36,0.07,55788
37,0.07,56052
38,0.07,55536
39,0.06,55644
40,0.06,53240
41,0.05,53500
42,0.06,55536
43,0.06,53480
44,0.08,56048
45,0.07,53712
46,0.06,55932
47,0.07,55804
48,0.06,55400
49,0.05,53100
50,0.06,55660
51,0.06,53244
52,0.05,53244
53,0.05,55804
54,0.06,53372
55,0.06,56188
56,0.05,56188
57,0.06,55920
58,0.07,55932
59,0.06,53352
60,0.06,55808
61,0.07,55568
62,0.06,53500
63,0.06,55792
64,0.07,55888
65,0.05,55792
66,0.06,56056
67,0.05,53380
68,0.06,55928
69,0.05,55932
70,0.07,56180
71,0.06,56056
72,0.05,53612
73,0.06,53360
74,0.06,55536
75,0.06,53480
76,0.07,55668
77,0.07,55912
78,0.06,55804
79,0.06,53356
80,0.07,53460
81,0.07,55632
82,0.05,53492
83,0.05,55548
84,0.05,53500
85,0.06,53360
86,0.07,55676
87,0.05,55540
88,0.07,55804
89,0.06,56172
90,0.05,55664
91,0.05,53548
92,0.06,55272
93,0.07,55784
94,0.09,54524
95,0.06,55912
96,0.06,53356
97,0.05,55536
98,0.07,55848
99,0.06,53500
100,0.06,53116
