Iteración,Tiempo(s),Memoria(KB)
1,0.07,55796
2,0.07,53528
3,0.06,53224
4,0.06,55932
5,0.05,55300
6,0.07,55912
7,0.06,53096
8,0.06,56060
9,0.07,56172
10,0.07,55536
11,0.06,56140
12,0.05,53488
13,0.07,56016
14,0.05,53360
15,0.06,55428
16,0.06,55536
17,0.06,55912
18,0.07,53284
19,0.07,53232
20,0.06,53500
21,0.06,55788
22,0.06,53620
23,0.08,53516
24,0.07,56304
25,0.06,52988
26,0.07,55536
27,0.06,53364
28,0.07,56188
29,0.06,53236
30,0.05,55788
31,0.06,53212
32,0.05,53360
33,0.07,55664
34,0.06,53676
35,0.07,55804
36,0.07,56312
37,0.06,56180
38,0.05,55664
39,0.07,55804
40,0.06,55280
41,0.05,53500
42,0.07,56016
43,0.07,55788
44,0.10,55996
45,0.06,53360
46,0.06,53500
47,0.05,55532
48,0.06,53372
49,0.06,55548
50,0.08,56196
51,0.07,55864
52,0.06,53752
53,0.05,53372
54,0.06,56044
55,0.06,53228
56,0.06,56176
57,0.06,55384
58,0.05,55792
59,0.05,56188
60,0.05,55656
61,0.06,55800
62,0.06,53360
63,0.06,55932
64,0.06,55264
65,0.06,55796
66,0.07,53224
67,0.06,53360
68,0.05,53500
69,0.06,55500
70,0.07,55804
71,0.05,55656
72,0.05,53488
73,0.06,56188
74,0.05,55528
75,0.06,56048
76,0.06,53224
77,0.07,55540
78,0.06,56044
79,0.05,55404
80,0.06,55404
81,0.06,53372
82,0.07,56176
83,0.06,53500
84,0.06,55372
85,0.07,56036
86,0.07,56048
87,0.06,53480
88,0.06,55548
89,0.06,53100
90,0.06,55804
91,0.06,55412
92,0.06,53616
93,0.06,55320
94,0.05,53116
95,0.06,55664
96,0.06,56236
97,0.05,55576
98,0.06,53488
99,0.07,55792
100,0.06,55292
