Iteración,Tiempo(s),Memoria(KB)
1,0.08,54908
2,0.09,52996
3,0.05,40172
4,0.07,56168
5,0.07,56316
6,0.06,55748
7,0.06,53360
8,0.06,55276
9,0.05,55664
10,0.06,55532
11,0.06,55548
12,0.06,53356
13,0.07,55676
14,0.08,55724
15,0.06,53372
16,0.06,53356
17,0.07,55728
18,0.08,55800
19,0.06,56304
20,0.06,55956
21,0.06,53228
22,0.06,55932
23,0.06,53108
24,0.07,55920
25,0.05,55676
26,0.05,53236
27,0.05,55668
28,0.07,55912
29,0.06,53488
30,0.06,53352
31,0.05,53116
32,0.06,55804
33,0.06,53244
34,0.06,53364
35,0.06,53744
36,0.06,55932
37,0.07,55660
38,0.06,55932
39,0.06,56124
40,0.06,40580
41,0.06,55920
42,0.06,53616
43,0.06,55372
44,0.06,53368
45,0.06,53488
46,0.06,53228
47,0.07,52988
48,0.07,55552
49,0.07,56196
50,0.05,55916
51,0.05,55912
52,0.06,53464
53,0.05,53352
54,0.06,53356
55,0.05,55664
56,0.07,53564
57,0.06,53508
58,0.06,56300
59,0.07,55804
60,0.07,55788
61,0.08,53516
62,0.06,55540
63,0.06,53240
64,0.07,53628
65,0.06,55916
66,0.06,53244
67,0.06,53116
68,0.06,53484
69,0.08,53436
70,0.06,56040
71,0.06,55952
72,0.05,55916
73,0.06,55792
74,0.07,55920
75,0.05,53620
76,0.05,53228
77,0.07,55556
78,0.05,55696
79,0.05,55528
80,0.05,55932
81,0.06,53364
82,0.06,53360
83,0.07,56300
84,0.06,53356
85,0.06,53244
86,0.05,55404
87,0.06,53608
88,0.06,56048
89,0.06,55528
90,0.07,56268
91,0.05,52988
92,0.06,55796
93,0.06,56432
94,0.06,55788
95,0.06,53612
96,0.06,53368
97,0.05,55540
98,0.06,53112
99,0.06,56236
100,0.05,53436
