Iteración,Tiempo(s),Memoria(KB)
1,0.07,53104
2,0.07,55676
3,0.08,56044
4,0.07,53480
5,0.07,53100
6,0.06,52972
7,0.07,53500
8,0.06,55548
9,0.07,53492
10,0.08,55540
11,0.08,55660
12,0.07,53136
13,0.07,56044
14,0.08,55252
15,0.07,40300
16,0.06,40304
17,0.06,53488
18,0.08,56300
19,0.07,52720
20,0.06,53868
21,0.06,53356
22,0.07,56056
23,0.06,55364
24,0.07,53372
25,0.08,55664
26,0.08,53328
27,0.07,55512
28,0.06,53616
29,0.08,53156
30,0.07,55804
31,0.07,53360
32,0.06,55164
33,0.08,56304
34,0.08,56300
35,0.07,53096
36,0.06,55428
37,0.07,56044
38,0.06,53356
39,0.07,53228
40,0.08,56236
41,0.06,53360
42,0.07,53244
43,0.06,53372
44,0.07,56188
45,0.06,53124
46,0.07,53500
47,0.08,56060
48,0.06,53484
49,0.07,55528
50,0.06,53224
51,0.06,53612
52,0.06,53352
53,0.06,55804
54,0.07,55528
55,0.06,53352
56,0.07,55932
57,0.06,53500
58,0.06,53360
59,0.06,55696
60,0.06,53372
61,0.06,53356
62,0.06,53372
63,0.07,53100
64,0.05,55676
65,0.05,53616
66,0.05,55664
67,0.06,53484
68,0.06,53232
69,0.07,55888
70,0.07,55144
71,0.06,53496
72,0.06,53500
73,0.05,55544
74,0.05,53208
75,0.06,53492
76,0.05,55820
77,0.06,53744
78,0.05,55920
79,0.05,55784
80,0.05,56316
81,0.05,53488
82,0.05,53232
83,0.05,53748
84,0.05,53500
85,0.05,53372
86,0.05,56308
87,0.05,53744
88,0.05,53612
89,0.06,55396
90,0.06,53508
91,0.05,53244
92,0.06,53392
93,0.05,55796
94,0.05,55532
95,0.05,53340
96,0.05,55532
97,0.07,56044
98,0.05,55548
99,0.06,53360
100,0.06,55912
