Iteración,Tiempo(s),Memoria(KB)
1,0.05,53484
2,0.06,55664
3,0.11,56056
4,0.06,56060
5,0.05,55656
6,0.06,53324
7,0.06,53368
8,0.05,55292
9,0.07,55812
10,0.07,56444
11,0.07,56044
12,0.06,55932
13,0.06,55548
14,0.06,55420
15,0.06,55548
16,0.06,55404
17,0.06,55812
18,0.06,53868
19,0.06,56316
20,0.06,55660
21,0.06,56308
22,0.06,53404
23,0.05,53352
24,0.05,53232
25,0.06,55448
26,0.06,56184
27,0.05,55788
28,0.07,55788
29,0.06,55804
30,0.06,56364
31,0.06,53636
32,0.07,55920
33,0.07,55532
34,0.08,53364
35,0.08,55932
36,0.06,53620
37,0.06,53500
38,0.06,53356
39,0.07,56176
40,0.06,53356
41,0.05,55796
42,0.06,56052
43,0.05,55548
44,0.07,55532
45,0.07,55676
46,0.06,55404
47,0.05,53640
48,0.06,53372
49,0.05,55788
50,0.05,53240
51,0.05,55548
52,0.07,55676
53,0.06,40272
54,0.06,53232
55,0.05,55400
56,0.06,55696
57,0.06,55416
58,0.05,55408
59,0.06,53236
60,0.06,53500
61,0.06,53480
62,0.05,55912
63,0.06,53372
64,0.07,52860
65,0.06,55660
66,0.07,55796
67,0.06,53484
68,0.07,55676
69,0.06,53488
70,0.06,56044
71,0.07,56052
72,0.06,55668
73,0.06,55548
74,0.06,56200
75,0.06,55144
76,0.06,53100
77,0.06,53528
78,0.07,55924
79,0.06,56304
80,0.07,55928
81,0.07,55792
82,0.06,53340
83,0.06,53484
84,0.06,55528
85,0.05,53316
86,0.06,40300
87,0.06,53232
88,0.05,55788
89,0.06,56188
90,0.05,53372
91,0.09,52924
92,0.06,56428
93,0.05,53228
94,0.05,55532
95,0.06,55416
96,0.05,55300
97,0.06,40304
98,0.07,55788
99,0.06,55288
100,0.06,55912
