Iteración,Tiempo(s),Memoria(KB)
1,0.06,53624
2,0.07,55412
3,0.05,55640
4,0.06,55912
5,0.06,53372
6,0.06,53364
7,0.08,55804
8,0.06,55792
9,0.07,55920
10,0.06,55576
11,0.06,55400
12,0.06,53352
13,0.05,55804
14,0.07,53188
15,0.07,55912
16,0.07,55804
17,0.05,55800
18,0.07,56024
19,0.07,55676
20,0.05,53224
21,0.06,40176
22,0.06,55036
23,0.06,53356
24,0.06,55788
25,0.05,40444
26,0.05,53232
27,0.06,56108
28,0.07,55532
29,0.06,54896
30,0.07,56012
31,0.07,56388
32,0.08,54392
33,0.06,55824
34,0.06,56196
35,0.06,56188
36,0.06,53268
37,0.05,55284
38,0.06,55656
39,0.06,56172
40,0.06,55280
41,0.06,55404
42,0.06,53232
43,0.05,53236
44,0.07,56568
45,0.07,56052
46,0.06,56188
47,0.06,56048
48,0.06,56040
49,0.06,53500
50,0.06,56176
51,0.06,55664
52,0.05,55896
53,0.06,55260
54,0.05,56240
55,0.05,56184
56,0.06,53884
57,0.06,40572
58,0.07,56060
59,0.10,55024
60,0.06,55284
61,0.06,55404
62,0.07,56172
63,0.06,53340
64,0.05,53500
65,0.06,56012
66,0.07,55912
67,0.06,55916
68,0.07,55804
69,0.05,56444
70,0.06,55456
71,0.06,55656
72,0.06,56304
73,0.06,55280
74,0.05,55900
75,0.07,55976
76,0.05,53584
77,0.06,53612
78,0.07,53572
79,0.07,55928
80,0.05,40300
81,0.06,56180
82,0.05,53232
83,0.06,53616
84,0.06,40048
85,0.06,53196
86,0.06,55676
87,0.06,56304
88,0.07,55932
89,0.05,40304
90,0.05,55916
91,0.05,53228
92,0.06,55660
93,0.06,53624
94,0.06,55164
95,0.07,56180
96,0.05,55548
97,0.06,53340
98,0.05,53244
99,0.07,56308
100,0.05,53744
