Iteración,Tiempo(s),Memoria(KB)
1,0.06,53744
2,0.06,56236
3,0.07,55924
4,0.06,53368
5,0.06,53244
6,0.06,53484
7,0.07,54904
8,0.06,55020
9,0.07,56052
10,0.07,56288
11,0.06,56952
12,0.06,55276
13,0.07,55664
14,0.07,53356
15,0.06,54252
16,0.06,55920
17,0.07,56044
18,0.06,55248
19,0.06,53356
20,0.07,55832
21,0.07,53608
22,0.07,56056
23,0.06,56708
24,0.06,53500
25,0.07,53628
26,0.06,55896
27,0.06,55660
28,0.06,55280
29,0.06,56252
30,0.06,56196
31,0.05,53224
32,0.06,56172
33,0.05,53620
34,0.06,56260
35,0.05,53116
36,0.05,53740
37,0.05,53284
38,0.05,53244
39,0.06,55428
40,0.07,56296
41,0.07,55928
42,0.06,55284
43,0.07,56172
44,0.06,55792
45,0.06,40348
46,0.06,40700
47,0.07,55800
48,0.06,53232
49,0.05,53352
50,0.08,53700
51,0.06,55544
52,0.06,55668
53,0.06,53368
54,0.05,53500
55,0.05,55672
56,0.07,56060
57,0.06,54768
58,0.07,56144
59,0.06,55752
60,0.05,55540
61,0.06,40316
62,0.07,55804
63,0.06,56056
64,0.05,40720
65,0.06,56444
66,0.06,55940
67,0.07,56304
68,0.07,55724
69,0.06,55160
70,0.06,56068
71,0.06,55280
72,0.06,55164
73,0.06,55676
74,0.07,55792
75,0.06,56176
76,0.06,55768
77,0.05,53624
78,0.06,40268
79,0.05,56060
80,0.06,56316
81,0.06,55332
82,0.06,55492
83,0.06,55788
84,0.05,55408
85,0.05,40816
86,0.08,56048
87,0.06,55548
88,0.07,40436
89,0.07,56060
90,0.06,55932
91,0.07,56048
92,0.07,56040
93,0.07,55536
94,0.05,55420
95,0.06,53328
96,0.06,55932
97,0.06,53364
98,0.06,55016
99,0.05,53484
100,0.05,55528
