Iteración,Tiempo(s),Memoria(KB)
1,0.06,56024
2,0.07,56408
3,0.08,56172
4,0.07,56176
5,0.06,53740
6,0.07,56304
7,0.07,56956
8,0.06,56152
9,0.06,56560
10,0.07,56688
11,0.07,55660
12,0.06,56040
13,0.08,55792
14,0.06,56560
15,0.06,55676
16,0.07,57068
17,0.07,55804
18,0.07,55916
19,0.07,56572
20,0.06,56044
21,0.06,56948
22,0.06,56188
23,0.07,56200
24,0.06,56300
25,0.06,56560
26,0.06,56316
27,0.06,56176
28,0.06,53616
29,0.06,56572
30,0.07,55796
31,0.06,55504
32,0.07,56060
33,0.06,53500
34,0.07,56684
35,0.06,53696
36,0.07,55656
37,0.06,56184
38,0.06,55932
39,0.07,56056
40,0.06,55568
41,0.06,56316
42,0.06,56152
43,0.06,56176
44,0.06,55792
45,0.06,55912
46,0.06,56272
47,0.07,55932
48,0.07,56292
49,0.07,57808
50,0.07,55416
51,0.07,53700
52,0.06,55660
53,0.06,56572
54,0.07,56168
55,0.08,55928
56,0.06,56424
57,0.06,55416
58,0.07,57084
59,0.06,55792
60,0.08,56560
61,0.06,56812
62,0.06,56444
63,0.07,56172
64,0.07,56948
65,0.06,56044
66,0.07,56816
67,0.06,56048
68,0.07,56048
69,0.06,56684
70,0.06,55664
71,0.07,56700
72,0.07,56988
73,0.07,55912
74,0.06,55704
75,0.06,55916
76,0.07,56440
77,0.07,57456
78,0.06,56308
79,0.05,56044
80,0.06,55788
81,0.07,56172
82,0.07,55800
83,0.06,55676
84,0.06,53592
85,0.06,55916
86,0.06,56144
87,0.07,56388
88,0.07,55660
89,0.07,57084
90,0.07,56432
91,0.06,54760
92,0.07,56044
93,0.07,55664
94,0.06,55676
95,0.06,56440
96,0.06,56936
97,0.06,56176
98,0.07,56048
99,0.06,56444
100,0.06,53628
