Iteración,Tiempo(s),Memoria(KB)
1,0.06,53352
2,0.07,55796
3,0.07,55920
4,0.06,55760
5,0.06,55932
6,0.06,55372
7,0.07,53500
8,0.06,56176
9,0.06,56168
10,0.07,55692
11,0.07,55748
12,0.05,53620
13,0.06,55400
14,0.06,53364
15,0.07,55556
16,0.07,55548
17,0.06,55684
18,0.06,55248
19,0.06,56188
20,0.07,56012
21,0.06,55556
22,0.08,53452
23,0.08,53488
24,0.05,55656
25,0.06,56260
26,0.05,55792
27,0.06,53492
28,0.06,55804
29,0.07,55664
30,0.07,55536
31,0.05,53360
32,0.05,53368
33,0.05,55660
34,0.07,56220
35,0.05,55772
36,0.07,56060
37,0.06,55548
38,0.07,40372
39,0.05,55684
40,0.09,55472
41,0.06,53112
42,0.06,55548
43,0.06,55672
44,0.06,53568
45,0.05,53264
46,0.07,56044
47,0.06,55804
48,0.06,53500
49,0.06,56168
50,0.06,53572
51,0.06,53480
52,0.05,55788
53,0.06,53244
54,0.05,56060
55,0.06,56556
56,0.05,53072
57,0.06,53244
58,0.06,53248
59,0.06,55916
60,0.05,55772
61,0.07,55804
62,0.06,53240
63,0.05,55532
64,0.06,55804
65,0.06,56436
66,0.06,55788
67,0.05,53484
68,0.06,56424
69,0.05,55676
70,0.05,53744
71,0.06,55968
72,0.06,56156
73,0.07,53484
74,0.07,56444
75,0.06,55420
76,0.06,53116
77,0.06,53096
78,0.05,55668
79,0.06,53456
80,0.05,56048
81,0.05,55484
82,0.05,55644
83,0.06,53244
84,0.05,55328
85,0.06,55676
86,0.05,55668
87,0.06,53608
88,0.06,52848
89,0.08,56188
90,0.06,53372
91,0.06,53364
92,0.08,55840
93,0.07,55792
94,0.06,55160
95,0.05,55412
96,0.06,53744
97,0.06,55676
98,0.07,55960
99,0.05,55532
100,0.06,54212
