Iteración,Tiempo(s),Memoria(KB)
1,0.07,55660
2,0.05,55412
3,0.05,55660
4,0.07,55664
5,0.06,56308
6,0.07,55756
7,0.07,55760
8,0.05,53356
9,0.05,55676
10,0.05,53616
11,0.07,55792
12,0.06,55628
13,0.06,53488
14,0.08,56400
15,0.06,55276
16,0.07,55684
17,0.07,55408
18,0.07,55532
19,0.06,55164
20,0.07,53500
21,0.06,53488
22,0.06,53364
23,0.06,53488
24,0.06,55684
25,0.06,55932
26,0.05,53336
27,0.06,53480
28,0.06,53752
29,0.05,55412
30,0.06,55404
31,0.06,53240
32,0.08,40176
33,0.05,55532
34,0.06,55276
35,0.06,53452
36,0.06,53488
37,0.07,53116
38,0.07,56168
39,0.06,55512
40,0.06,53368
41,0.06,53488
42,0.06,55896
43,0.06,56044
44,0.06,56196
45,0.06,53480
46,0.05,53628
47,0.06,55792
48,0.06,56296
49,0.06,53500
50,0.06,53228
51,0.07,55620
52,0.06,56176
53,0.10,53180
54,0.05,53744
55,0.07,55536
56,0.05,55540
57,0.05,55656
58,0.06,55804
59,0.06,53408
60,0.06,53372
61,0.05,55788
62,0.05,55292
63,0.05,55512
64,0.05,55416
65,0.06,55660
66,0.07,53456
67,0.06,53360
68,0.06,55676
69,0.06,53368
70,0.06,53496
71,0.06,55916
72,0.06,53620
73,0.06,53632
74,0.06,53232
75,0.05,55292
76,0.06,53316
77,0.06,55532
78,0.07,53628
79,0.05,56048
80,0.06,56044
81,0.06,56088
82,0.06,55980
83,0.05,55420
84,0.07,56444
85,0.07,56048
86,0.07,56304
87,0.07,55448
88,0.06,53256
89,0.06,53612
90,0.06,53200
91,0.05,53144
92,0.07,56168
93,0.05,53356
94,0.06,53244
95,0.06,56184
96,0.06,55660
97,0.06,53500
98,0.06,53116
99,0.05,53100
100,0.07,53244
