Iteración,Tiempo(s),Memoria(KB)
1,0.06,55532
2,0.06,53372
3,0.05,55664
4,0.06,56428
5,0.07,53116
6,0.06,55408
7,0.06,55548
8,0.05,55532
9,0.06,53360
10,0.06,53372
11,0.05,55656
12,0.05,55292
13,0.05,55792
14,0.06,55932
15,0.05,55536
16,0.05,53244
17,0.05,53244
18,0.06,55804
19,0.06,55636
20,0.06,53072
21,0.05,53496
22,0.05,55656
23,0.06,55520
24,0.06,56048
25,0.06,53308
26,0.08,55796
27,0.08,55672
28,0.05,53608
29,0.06,53228
30,0.06,55420
31,0.06,53244
32,0.07,55788
33,0.06,53368
34,0.06,55676
35,0.07,55660
36,0.05,55676
37,0.06,56056
38,0.06,53884
39,0.07,53500
40,0.05,53508
41,0.07,55912
42,0.07,53584
43,0.06,55400
44,0.07,55928
45,0.06,55920
46,0.05,55536
47,0.05,55412
48,0.05,55792
49,0.05,55536
50,0.05,53628
51,0.05,55472
52,0.10,56216
53,0.07,56104
54,0.06,55536
55,0.06,56176
56,0.06,53328
57,0.05,55640
58,0.06,55656
59,0.06,55800
60,0.06,55788
61,0.06,55664
62,0.05,53500
63,0.06,53372
64,0.06,56552
65,0.07,55704
66,0.06,56044
67,0.06,55912
68,0.05,53620
69,0.06,56176
70,0.05,53608
71,0.05,53364
72,0.06,53124
73,0.06,53232
74,0.07,56092
75,0.06,53276
76,0.07,53372
77,0.07,56172
78,0.05,53496
79,0.06,56356
80,0.06,53376
81,0.06,53756
82,0.06,53104
83,0.07,56188
84,0.07,56316
85,0.06,53360
86,0.06,53488
87,0.06,53096
88,0.06,53324
89,0.07,53060
90,0.08,55928
91,0.06,55932
92,0.05,53232
93,0.06,56184
94,0.06,53232
95,0.05,53524
96,0.06,55700
97,0.06,53636
98,0.08,53628
99,0.05,53628
100,0.06,55292
