Archivo,Método,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,refactor
Response.java,badRequest,5,8,7,10,13,17,62.907475208398566,3.125,196.5858600262455,10.92143666812475,0.011269732209158166,1,0
Response.java,unprocessableEntity,5,61,67,144,66,211,1275.3671591846337,5.9016393442622945,7526.757005024067,418.15316694578155,0.12802182351531918,4,0
ShallowEtagHeaderFilter.java,disableContentCaching,1,8,2,10,9,12,38.039100017307746,0.625,23.774437510817343,1.3208020839342969,0.0027560403969563805,1,0
ShallowEtagHeaderFilter.java,isContentCachingDisabled,6,21,17,46,27,63,299.5579126362985,6.571428571428572,1968.5234258956762,109.36241254975978,0.05235672467472227,2,0
TestPropertySourceUtils.java,buildMergedTestPropertySources,9,27,32,50,36,82,423.9338501182696,8.333333333333334,3532.782084318914,196.26567135105077,0.07731966756988255,7,0
TestPropertySourceUtils.java,mergeTestPropertySourceAttributes,6,10,11,27,16,38,152.0,8.100000000000001,1231.2000000000003,68.40000000000002,0.03829109769529691,4,0
TestPropertySourceUtils.java,duplicationDetected,9,33,51,83,42,134,722.5705346523539,11.318181818181818,8178.184687656188,454.3435937586771,0.13530588553161318,12,0
TestPropertySourceUtils.java,addPropertiesFilesToEnvironment,1,8,6,16,9,22,69.73835003173087,1.0,69.73835003173087,3.874352779540604,0.00564754704415116,3,0
TestPropertySourceUtils.java,addPropertiesFilesToEnvironment,2,13,6,17,15,23,89.85848369899593,1.3076923076923077,117.5072479140716,6.528180439670645,0.007996903375658847,5,0
TestPropertySourceUtils.java,addPropertySourcesToEnvironment,3,9,5,17,12,22,78.86917501586544,2.833333333333333,223.46266254495205,12.414592363608447,0.012274827321509906,5,0
TestPropertySourceUtils.java,addPropertySourcesToEnvironment,12,43,40,74,55,114,659.0750073418112,10.325581395348838,6805.3326339480045,378.0740352193336,0.11970482343726174,5,0
TestPropertySourceUtils.java,addInlinedPropertiesToEnvironment,1,8,6,15,9,21,66.56842503028855,0.9375,62.407898465895514,3.4671054703275286,0.005244512410993568,2,0
TestPropertySourceUtils.java,addInlinedPropertiesToEnvironment,15,77,138,195,92,333,2172.3461313669854,18.99350649350649,41260.47035226254,2292.2483529034744,0.3980169141247923,18,0
BeanNamePointcutMatchingTests.java,matches,4,11,7,19,15,26,101.57915548582149,3.4545454545454546,350.9098098601106,19.49498943667281,0.016583483060234536,1,0
UriComponentsBuilder.java,newInstance,2,2,3,3,4,6,12.0,1.5,18.0,1.0,0.0022894284851066636,1,0
UriComponentsBuilder.java,fromPath,4,5,4,11,9,15,47.548875021634686,4.4,209.21505009519262,11.623058338621812,0.011747371246463426,1,0
UriComponentsBuilder.java,fromUri,4,5,4,11,9,15,47.548875021634686,4.4,209.21505009519262,11.623058338621812,0.011747371246463426,4,0
UriComponentsBuilder.java,fromUriString,8,33,54,110,41,164,878.6385287573657,13.333333333333334,11715.180383431543,650.8433546350857,0.1719404524719938,10,0
UriComponentsBuilder.java,fromHttpUrl,13,120,313,591,133,904,6377.975321693076,32.012499999999996,204174.93498569957,11343.051943649976,1.1557938056793688,37,0
HandlerMethodValidator.java,from,9,43,31,72,52,103,587.1452909685324,7.534883720930233,4424.07149473964,245.78174970775777,0.08983112455067215,7,0
MockServerHttpRequest.java,method,2,6,2,9,8,11,33.0,1.5,49.5,2.75,0.00449381867353784,1,0
MockServerHttpRequest.java,method,7,21,26,42,28,68,326.90013469991703,7.0,2288.300942899419,127.12783016107885,0.05788341846251576,1,0
MockServerHttpRequest.java,post,2,9,5,11,11,16,55.35090589819676,1.2222222222222223,67.65110720890715,3.758394844939286,0.005534291340147591,1,0
MockServerHttpRequest.java,put,2,9,5,11,11,16,55.35090589819676,1.2222222222222223,67.65110720890715,3.758394844939286,0.005534291340147591,1,0
MockServerHttpRequest.java,patch,8,86,150,333,94,483,3165.866415360299,15.488372093023257,49034.11703790603,2724.1176132170017,0.4465577711375301,2,0
MethodValidationInterceptor.java,getTarget,11,31,57,73,42,130,701.0012649612389,12.951612903225808,9079.097028449596,504.3942793583109,0.14506874375880158,9,0
TestPropertySourceUtilsTests.java,assertMergedTestPropertySources,7,58,61,146,65,207,1246.63013729689,8.810344827586206,10983.241382046737,610.1800767803743,0.1647020851764003,1,0
TestBeanCreator.java,createTestBean,4,8,5,15,12,20,71.69925001442311,3.75,268.8721875540867,14.937343753004816,0.01388596285022766,1,0
TestBeanCreator.java,createTestBean,4,5,5,10,9,15,47.548875021634686,4.0,190.19550008653874,10.566416671474375,0.011024161587825522,1,0
TestContextAotGeneratorTests.java,assertRuntimeHints,3,58,181,233,61,414,2455.325257751035,6.025862068965518,14795.451337654946,821.969518758608,0.20089273153320808,1,0
TestContextAotGeneratorTests.java,assertReflectionRegistered,1,15,5,20,16,25,100.0,0.6666666666666666,66.66666666666666,3.7037037037037033,0.005480471276289932,2,0
TestContextAotGeneratorTests.java,assertReflectionRegistered,4,14,8,19,18,27,112.58797503894243,2.7142857142857144,305.59593224855803,16.977551791586556,0.015123203333567384,2,0
TestContextAotGeneratorTests.java,assertAnnotationRegistered,9,105,154,259,114,413,2821.983575850038,11.100000000000001,31324.017691935427,1740.2232051075237,0.3312305499513963,2,0
TestContextAotGeneratorTests.java,buildMergedContextConfiguration,6,15,8,19,21,27,118.59257041502654,3.8,450.6517675771008,25.036209309838934,0.019593234266975616,2,0
ScenariosForSpringSecurityExpressionTests.java,hasRole,6,21,12,24,27,36,171.17595007788486,3.4285714285714284,586.8889716956052,32.60494287197807,0.023365910620090014,2,0
HintUtils.java,containsHint,2,8,3,13,10,16,53.150849518197795,1.625,86.37013046707142,4.798340581503968,0.006513100741703149,3,0
TypeDescriptor.java,valueOf,8,12,11,21,20,32,138.3016990363956,7.0,968.1118932547693,53.7839940697094,0.0326208882331678,3,0
TypeDescriptor.java,collection,8,14,14,24,22,38,169.4584015082173,6.857142857142857,1162.0004674849185,64.55558152693992,0.036842544249399034,4,0
TypeDescriptor.java,map,8,13,13,22,21,35,153.73110979725664,6.769230769230769,1040.6413586275833,57.813408812643516,0.03423046510288377,3,0
TypeDescriptor.java,array,4,8,8,15,12,23,82.45413751658658,3.75,309.2030156871997,17.17794531595554,0.015241974332396123,9,0
TypeDescriptor.java,nested,5,7,6,12,12,18,64.5293250129808,4.285714285714286,276.554250055632,15.364125003090667,0.014149213614980826,9,0
TypeDescriptor.java,nested,2,5,2,9,7,11,30.880904142633646,1.8,55.58562745674057,3.0880904142633647,0.00485497599449027,7,0
TypeDescriptor.java,nested,2,5,2,9,7,11,30.880904142633646,1.8,55.58562745674057,3.0880904142633647,0.00485497599449027,2,0
TypeDescriptor.java,forObject,4,7,4,10,11,14,48.432042660922164,2.857142857142857,138.3772647454919,7.687625819193995,0.00891774890421995,1,0
TypeDescriptor.java,nested,6,15,18,30,21,48,210.83123629338053,6.0,1264.9874177602833,70.27707876446019,0.038988472068599817,3,0
TypeDescriptor.java,getRelatedIfResolvable,4,8,7,15,12,22,78.86917501586544,3.75,295.7594063094954,16.4310781283053,0.014796913072860659,2,0
JdbcTestUtils.java,countRowsInTable,3,7,4,9,10,13,43.18506523353571,1.9285714285714288,83.2854829503903,4.626971275021684,0.006357088891597815,2,0
JdbcTestUtils.java,countRowsInTableWhere,4,11,9,19,15,28,109.39293667703852,3.4545454545454546,377.90287215704217,20.994604008724565,0.017423371915013367,2,0
JdbcTestUtils.java,deleteFromTables,4,12,15,22,16,37,148.0,3.6666666666666665,542.6666666666666,30.148148148148145,0.022176900221663777,4,0
JdbcTestUtils.java,deleteFromTableWhere,8,18,23,36,26,59,277.3259433703244,8.0,2218.6075469625953,123.25597483125529,0.05670209029816483,3,0
JdbcTestUtils.java,dropTables,6,38,30,105,44,135,737.0232685160352,8.289473684210526,6109.534989014502,339.41861050080564,0.11139974143965083,14,0
JdbcTestUtils.java,containsSqlScriptDelimiters,2,7,3,11,9,14,44.37895002019237,1.5714285714285714,69.73835003173086,3.874352779540603,0.00564754704415116,1,0
JdbcTestUtils.java,splitSqlScript,3,7,3,12,10,15,49.82892142331043,2.571428571428571,128.13151223136967,7.118417346187204,0.008471936913892742,1,0
Jackson2ObjectMapperBuilderTests.java,getSerializerFactoryConfig,2,7,3,8,9,11,34.86917501586544,1.1428571428571428,39.85048573241764,2.2139158740232023,0.0038889690914361732,1,0
Jackson2ObjectMapperBuilderTests.java,getDeserializerFactoryConfig,13,238,503,925,251,1428,11383.364195041702,25.262605042016805,287573.4337087741,15976.301872709671,1.4522607078559313,3,0
RequestPredicates.java,all,3,4,3,4,7,7,19.651484454403228,1.5,29.47722668160484,1.6376237045336022,0.0031808009523339458,1,0
RequestPredicates.java,method,2,5,2,6,7,8,22.458839376460833,1.2,26.950607251753,1.4972559584307221,0.002996340161479074,1,0
RequestPredicates.java,path,6,14,11,25,20,36,155.58941141594505,5.357142857142858,833.5147040139914,46.30637244522174,0.029522576435458664,1,0
RequestPredicates.java,headers,5,7,5,8,12,13,46.60451250937503,2.8571428571428568,133.15575002678577,7.397541668154765,0.00869197954087424,2,0
RequestPredicates.java,contentType,7,28,30,49,35,79,405.21335833865237,6.125,2481.931819824246,137.885101101347,0.061104328610337585,2,0
RequestPredicates.java,accept,7,33,36,59,40,95,505.5831690142995,6.257575757575758,3163.724981862207,175.76249899234483,0.07183640019195903,5,0
RequestPredicates.java,GET,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,0
RequestPredicates.java,HEAD,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,0
RequestPredicates.java,POST,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,0
RequestPredicates.java,PUT,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,0
RequestPredicates.java,PATCH,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,0
RequestPredicates.java,DELETE,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,0
RequestPredicates.java,OPTIONS,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,0
RequestPredicates.java,pathExtension,5,9,7,18,14,25,95.1838730514401,5.0,475.9193652572005,26.43996473651114,0.020318937591070993,3,0
RequestPredicates.java,pathExtension,6,12,11,18,18,29,120.92782504182705,4.5,544.1752126882217,30.23195626045676,0.022217980557845855,1,0
RequestPredicates.java,queryParam,6,11,12,18,17,30,122.62388523751017,4.909090909090909,601.971800256868,33.44287779204822,0.023764545343196174,1,0
RequestPredicates.java,traceMatch,14,119,272,546,133,818,5771.221032239973,32.11764705882353,185358.04021194266,10297.66890066348,1.0836433360944906,5,0
RequestPredicates.java,prefixWithSlash,10,20,29,42,30,71,348.3892322882048,10.5,3658.0869390261505,203.22705216811949,0.07913733611592833,3,0
ExtendedBeanInfoTests.java,setProp1,0,3,0,3,3,3,4.754887502163468,0.0,0.0,0.0,0,1,0
Jaxb2XmlDecoderTests.java,assertStartElement,1,12,6,16,13,22,81.40967379910403,0.6666666666666666,54.27311586606935,3.015173103670519,0.004778246851306007,1,0
Jaxb2XmlDecoderTests.java,assertEndElement,1,12,6,16,13,22,81.40967379910403,0.6666666666666666,54.27311586606935,3.015173103670519,0.004778246851306007,1,0
Jaxb2XmlDecoderTests.java,assertCharacters,12,89,192,330,101,522,3475.586393996437,22.247191011235955,77322.03438329152,4295.668576849529,0.6049891601687721,3,0
SpelDocumentationTests.java,reverseString,3,6,4,8,9,12,38.039100017307746,2.0,76.07820003461549,4.22656666858975,0.0059848356844364944,1,0
CachedIntrospectionResults.java,acceptClassLoader,2,6,2,8,8,10,30.0,1.3333333333333333,40.0,2.2222222222222223,0.003898690317617154,5,0
CachedIntrospectionResults.java,clearClassLoader,11,41,58,112,52,170,969.0747520839856,15.02439024390244,14559.757250822808,808.8754028234894,0.19875352267280816,12,0
CachedIntrospectionResults.java,isClassLoaderAccepted,4,11,6,18,15,24,93.76537429460444,3.272727272727273,306.86849769143276,17.048249871746265,0.015165158372215418,5,0
CachedIntrospectionResults.java,isUnderneathClassLoader,15,72,163,257,87,420,2706.0362682564655,26.770833333333336,72442.84593144913,4024.602551747174,0.5792629444492912,29,0
ParameterizedDependencyInjectionTests.java,clearEmployees,4,24,15,35,28,50,240.36774610288018,2.9166666666666665,701.0725928000671,38.94847737778151,0.026305954923196765,1,0
ParameterizedDependencyInjectionTests.java,verifyNumParameterizedRuns,1,5,2,6,6,8,20.67970000576925,0.6,12.407820003461548,0.6893233335256416,0.001786524878441054,1,0
RSocketServerToClientIntegrationTests.java,setupOnce,3,19,15,25,22,40,178.37726474549189,1.973684210526316,352.0603909450498,19.558910608058323,0.016619713129355455,1,0
RSocketServerToClientIntegrationTests.java,tearDownOnce,1,9,1,15,10,16,53.150849518197795,0.8333333333333334,44.292374598498164,2.4606874776943424,0.004172836688275891,1,0
RSocketServerToClientIntegrationTests.java,connectAndRunTest,11,105,186,287,116,473,3243.8250106953415,15.033333333333333,48765.50266078663,2709.194592265924,0.4449254162173314,2,0
AnnotationUtils.java,isInterfaceWithAnnotatedMethods,13,57,140,226,70,366,2243.3175842018577,25.771929824561404,57814.623354254894,3211.9235196808277,0.49839140687994365,51,0
AnnotationUtils.java,isAnnotationDeclaredLocally,7,16,15,28,23,43,194.51316411045156,6.125,1191.3931301765158,66.18850723202866,0.03746123920915172,10,0
AnnotationUtils.java,isAnnotationInherited,7,10,12,19,17,31,126.71134807876051,6.6499999999999995,842.6304647237573,46.812803595764294,0.02973743572867982,4,0
AnnotationUtils.java,isAnnotationMetaPresent,8,19,21,40,27,61,290.04813763197154,8.421052631578947,2442.5106326902865,135.69503514946035,0.060455579329567,5,0
AnnotationUtils.java,isInJavaLangAnnotationPackage,2,7,4,10,9,14,44.37895002019237,1.4285714285714286,63.39850002884624,3.522138890491458,0.005299864104346932,3,0
AnnotationUtils.java,isInJavaLangAnnotationPackage,4,14,9,28,18,37,154.28722505336555,4.0,617.1489002134622,34.28605001185901,0.02416232481193686,9,0
AnnotationUtils.java,getAnnotationAttributes,1,7,1,11,8,12,36.0,0.7857142857142857,28.285714285714285,1.5714285714285714,0.003094497803609548,3,0
AnnotationUtils.java,getAnnotationAttributes,1,7,1,11,8,12,36.0,0.7857142857142857,28.285714285714285,1.5714285714285714,0.003094497803609548,5,0
AnnotationUtils.java,getAnnotationAttributes,1,9,1,14,10,15,49.82892142331043,0.7777777777777778,38.755827773685894,2.1531015429825495,0.0038174212801003293,7,0
AnnotationUtils.java,getAnnotationAttributes,15,38,29,71,53,100,572.7920454563199,14.013157894736842,8026.625373828693,445.92363187937184,0.13362900696292265,13,0
AnnotationUtils.java,adaptValue,9,23,43,81,32,124,620.0,15.847826086956522,9825.652173913044,545.8695652173914,0.15291602589676737,11,0
AnnotationUtils.java,getValue,1,5,1,7,6,8,20.67970000576925,0.7,14.475790004038473,0.8042105557799152,0.00197988634999937,2,0
AnnotationUtils.java,getValue,7,18,15,27,25,42,195.04195997053841,5.25,1023.9702898453266,56.887238324740366,0.03386390074533764,4,0
AnnotationUtils.java,getDefaultValue,1,5,1,7,6,8,20.67970000576925,0.7,14.475790004038473,0.8042105557799152,0.00197988634999937,2,0
AnnotationUtils.java,getDefaultValue,3,8,5,13,11,18,62.26976913547135,2.4375,151.78256226771143,8.432364570428412,0.009484766970379284,4,0
AnnotationUtils.java,getDefaultValue,4,7,4,9,11,13,44.97261104228487,2.5714285714285716,115.64385696587539,6.42465872032641,0.007912136854124296,3,0
AnnotationUtils.java,getDefaultValue,14,63,151,259,77,410,2569.3824816849096,28.777777777777775,73941.1180840435,4107.839893557972,0.5872225899904002,46,0
AnnotationUtils.java,isSynthesizable,9,55,118,189,64,307,1842.0,15.463636363636365,28484.018181818185,1582.4454545454546,0.31089441106715127,34,0
AnnotationUtils.java,getAnnotation,2,12,6,17,14,23,87.56916320732489,1.4166666666666667,124.05631454371027,6.8920174746505705,0.00829133880677079,5,0
AnnotationUtils.java,isAttributeMethod,5,7,11,10,12,21,75.28421251514428,3.5714285714285716,268.87218755408674,14.937343753004818,0.013885962850227664,3,0
AnnotationUtils.java,isAnnotationTypeMethod,5,8,10,11,13,21,77.70923408096293,3.4375,267.12549215331006,14.840305119628336,0.013825758570275615,5,0
AnnotationUtils.java,postProcessAnnotationAttributes,13,44,64,140,57,204,1189.9095628896073,20.68181818181818,24609.493232489604,1367.1940684716446,0.2820204009617872,14,0
AnnotationUtils.java,rethrowAnnotationConfigurationException,2,4,3,8,6,11,28.43458750793272,2.0,56.86917501586544,3.159398611992524,0.004929429926574472,2,0
AnnotationUtils.java,handleIntrospectionFailure,16,79,156,283,95,439,2884.166612057286,28.658227848101266,82655.10392022399,4591.950217790221,0.6324970866520716,20,0
AnnotationUtils.java,from,17,66,221,339,83,560,3570.0220815542775,43.659090909090914,155863.91860604018,8659.106589224455,0.9654041004309168,25,0
AnnotationUtils.java,getAliasedAttributeName,9,18,29,54,27,83,394.65566267956785,13.5,5327.851446174166,295.9917470096759,0.10168264078478897,3,0
StompBrokerRelayMessageHandlerIntegrationTests.java,error,3,6,3,8,9,11,34.86917501586544,2.0,69.73835003173087,3.874352779540604,0.00564754704415116,1,0
StompBrokerRelayMessageHandlerIntegrationTests.java,connect,7,22,19,33,29,52,252.61501174663374,5.25,1326.228811669827,73.67937842610151,0.040236888012136166,1,0
StompBrokerRelayMessageHandlerIntegrationTests.java,connectWithError,7,20,17,29,27,46,218.72482509951953,5.075,1110.0284873800617,61.66824929889232,0.03573563428456766,1,0
StompBrokerRelayMessageHandlerIntegrationTests.java,subscribeWithReceipt,7,27,21,47,34,68,345.9474732050231,6.092592592592593,2107.717012675048,117.09538959305821,0.05479660003052577,1,0
StompBrokerRelayMessageHandlerIntegrationTests.java,send,14,91,183,358,105,541,3632.4068250573723,27.538461538461537,100030.89564388763,5557.27198021598,0.7182928060549384,7,0
DefaultRequestPath.java,initContextPath,11,30,52,66,41,118,632.1911365449339,12.100000000000001,7649.512752193701,424.9729306774278,0.1294100268323807,5,0
DefaultRequestPath.java,extractPathWithinApplication,10,27,66,96,37,162,843.9314452318899,17.77777777777778,15003.225693011378,833.5125385006321,0.20276913113150072,3,0
DomUtils.java,getChildElementByTagName,7,17,15,34,24,49,224.66316253533665,7.0,1572.6421377473566,87.36900765263093,0.04507807384471749,5,0
DomUtils.java,getChildElementValueByTagName,10,24,25,50,34,75,381.55971309377543,10.416666666666668,3974.5803447268277,220.81001915149042,0.08363850581366927,3,0
DomUtils.java,getTextValue,10,21,22,36,31,58,287.34338600243876,8.571428571428571,2462.943308592332,136.8301838106851,0.06079226933283937,4,0
DomUtils.java,nodeNameEquals,2,8,3,14,10,17,56.47277761308516,1.75,98.82736082289902,5.490408934605501,0.007125197011762071,1,0
DomUtils.java,createContentHandler,2,5,2,6,7,8,22.458839376460833,1.2,26.950607251753,1.4972559584307221,0.002996340161479074,1,0
DomUtils.java,nodeNameMatch,3,8,6,13,11,19,65.72920075410865,2.4375,160.21492683813983,8.900829268785547,0.009832879775020063,1,0
DomUtils.java,nodeNameMatch,3,8,6,13,11,19,65.72920075410865,2.4375,160.21492683813983,8.900829268785547,0.009832879775020063,1,0
HttpStatusCode.java,valueOf,10,10,16,18,20,34,146.94555522617034,9.0,1322.5099970355332,73.47277761308517,0.04016163526339613,2,0
ContentDispositionTests.java,parse,7,31,68,129,38,197,1033.8417201483862,14.564516129032258,15057.404407967626,836.5224671093125,0.20325698931685118,1,0
HttpServerErrorException.java,create,1,14,1,20,15,21,82.0447025077789,0.7142857142857143,58.60335893412778,3.255742163007099,0.005029140297137887,1,0
HttpServerErrorException.java,create,5,29,50,318,34,368,1872.1863255801247,27.413793103448274,51323.728580558585,2851.318254475477,0.4603528947036327,12,0
FormTagTests.java,assertFormTagOpened,1,5,1,6,6,7,18.094737505048094,0.6,10.856842503028856,0.6031579168349365,0.001634360172194361,1,0
FormTagTests.java,assertFormTagClosed,1,5,1,6,6,7,18.094737505048094,0.6,10.856842503028856,0.6031579168349365,0.001634360172194361,1,0
HttpStatus.java,valueOf,6,15,12,28,21,40,175.69269691115042,5.6,983.8791027024423,54.659950150135685,0.032974121678374255,4,0
HttpStatus.java,valueOf,7,9,11,16,16,27,108.0,6.222222222222221,671.9999999999999,37.33333333333333,0.02557358386219247,4,0
DefaultRSocketRequesterBuilder.java,isCoreCodec,2,7,6,9,9,15,47.548875021634686,1.2857142857142858,61.13426788495889,3.396348215831049,0.005172913572332008,1,0
DefaultRSocketRequesterBuilder.java,getMimeType,15,93,132,212,108,344,2323.681300744233,17.096774193548388,39727.45449659495,2207.0808053663864,0.38809606368559485,7,0
PathMatchingUrlHandlerMappingTests.java,initConfig,7,51,245,600,58,845,4949.993940882799,41.1764705882353,203823.27991870348,11323.515551039083,1.1544663247198617,5,0
MockHttpServletRequestBuilder.java,addToMap,3,17,12,42,20,54,233.38411712391758,3.7058823529411766,864.8940811062828,48.049671172571266,0.03025896218661758,2,0
SerializableTypeWrapper.java,forField,2,7,2,8,9,10,31.69925001442312,1.1428571428571428,36.22771430219785,2.0126507945665475,0.003649550420649069,1,0
SerializableTypeWrapper.java,forMethodParameter,9,17,12,31,26,43,202.11890788006696,8.205882352941176,1658.5639793687847,92.14244329826582,0.0467053787261689,2,0
SerializableTypeWrapper.java,forTypeProvider,17,99,239,435,116,674,4622.2791907159835,37.348484848484844,172635.1243199227,9590.840239995705,1.0334707430744456,29,0
ControllerAdviceBean.java,createBeanTypePredicate,2,14,11,19,16,30,120.0,1.3571428571428572,162.85714285714286,9.047619047619047,0.009940692035811561,1,0
EndpointHandshakeHandler.java,createRequestUpgradeStrategy,11,36,25,48,47,73,405.48498617246753,7.333333333333333,2973.556565264762,165.19758695915345,0.06892808532319919,3,0
ConcreteTransactionalJUnit38SpringContextTests.java,clearPersonTable,2,5,2,6,7,8,22.458839376460833,1.2,26.950607251753,1.4972559584307221,0.002996340161479074,1,0
ConcreteTransactionalJUnit38SpringContextTests.java,createPersonTable,3,6,3,7,9,10,31.69925001442312,1.75,55.473687525240464,3.0818715291800256,0.004848455744845627,2,0
