Archivo,Método,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,refactor
TestContextAotGeneratorTests.java,assertReflectionRegistered,4,14,8,19,18,27,112.58797503894243,2.7142857142857144,305.59593224855803,16.977551791586556,0.015123203333567384,2,1
TestContextAotGeneratorTests.java,assertAnnotationRegistered,9,104,153,258,113,411,2803.0935535526423,11.163461538461538,31292.2270737944,1738.4570596552446,0.3310064023344032,2,1
TestContextAotGeneratorTests.java,buildMergedContextConfiguration,6,15,8,19,21,27,118.59257041502654,3.8,450.6517675771008,25.036209309838934,0.019593234266975616,2,1
ScenariosForSpringSecurityExpressionTests.java,hasRole,6,21,12,24,27,36,171.17595007788486,3.4285714285714284,586.8889716956052,32.60494287197807,0.023365910620090014,2,1
HintUtils.java,containsHint,2,8,3,13,10,16,53.150849518197795,1.625,86.37013046707142,4.798340581503968,0.006513100741703149,3,1
TypeDescriptor.java,valueOf,8,8,9,14,16,23,92.0,7.0,644.0,35.77777777777778,0.024858179717646044,3,1
TypeDescriptor.java,collection,8,8,10,13,16,23,92.0,6.5,598.0,33.22222222222222,0.023659897996015006,4,1
TypeDescriptor.java,map,8,9,10,16,17,26,106.27403387250882,7.111111111111111,755.7264630933961,41.98480350518867,0.027655944733599662,3,1
TypeDescriptor.java,array,7,11,14,21,18,35,145.94737505048093,6.681818181818182,975.1938242009408,54.17743467783004,0.03277978042538017,9,1
TypeDescriptor.java,nested,5,8,6,12,13,18,66.60791492653966,3.75,249.77968097452373,13.876648943029096,0.013220569076585245,9,1
TypeDescriptor.java,nested,2,6,2,9,8,11,33.0,1.5,49.5,2.75,0.00449381867353784,7,1
TypeDescriptor.java,nested,2,6,2,9,8,11,33.0,1.5,49.5,2.75,0.00449381867353784,2,1
TypeDescriptor.java,forObject,10,73,157,296,83,453,2887.892862400157,20.273972602739725,58549.06077194838,3252.725598441577,0.5026033361898194,46,1
TypeDescriptor.java,nested,13,52,103,177,65,280,1686.2629876479673,22.125,37308.568601711275,2072.6982556506264,0.3721783760962894,18,1
HttpCookie.java,clientCookie,2,5,2,9,7,11,30.880904142633646,1.8,55.58562745674057,3.0880904142633647,0.00485497599449027,2,1
HttpCookie.java,serverCookie,5,18,27,94,23,121,547.3509966828985,13.055555555555555,7145.971345582287,396.9984080879048,0.1236667437365833,3,1
JdbcTestUtils.java,countRowsInTable,3,7,4,9,10,13,43.18506523353571,1.9285714285714288,83.2854829503903,4.626971275021684,0.006357088891597815,2,1
JdbcTestUtils.java,countRowsInTableWhere,4,11,9,19,15,28,109.39293667703852,3.4545454545454546,377.90287215704217,20.994604008724565,0.017423371915013367,2,1
JdbcTestUtils.java,deleteFromTables,4,12,15,22,16,37,148.0,3.6666666666666665,542.6666666666666,30.148148148148145,0.022176900221663777,4,1
JdbcTestUtils.java,deleteFromTableWhere,8,18,23,36,26,59,277.3259433703244,8.0,2218.6075469625953,123.25597483125529,0.05670209029816483,3,1
JdbcTestUtils.java,dropTables,6,41,32,121,47,153,849.8520943066785,8.853658536585366,7524.300249593275,418.01668053295975,0.12799396420199186,14,1
JdbcTestUtils.java,containsSqlScriptDelimiters,2,6,2,9,8,11,33.0,1.5,49.5,2.75,0.00449381867353784,1,1
JdbcTestUtils.java,splitSqlScript,3,7,3,12,10,15,49.82892142331043,2.571428571428571,128.13151223136967,7.118417346187204,0.008471936913892742,1,1
Jackson2ObjectMapperBuilderTests.java,getSerializerFactoryConfig,2,7,3,8,9,11,34.86917501586544,1.1428571428571428,39.85048573241764,2.2139158740232023,0.0038889690914361732,1,1
Jackson2ObjectMapperBuilderTests.java,getDeserializerFactoryConfig,13,238,503,925,251,1428,11383.364195041702,25.262605042016805,287573.4337087741,15976.301872709671,1.4522607078559313,3,1
MethodValidationException.java,forResult,4,5,4,10,9,14,44.37895002019237,4.0,177.51580008076948,9.861988893376083,0.010528586949671799,2,1
MethodValidationException.java,forEmptyResult,3,10,4,15,13,19,70.30835464468075,2.25,158.1937979505317,8.788544330585093,0.00975000968627716,1,1
RequestPredicates.java,all,3,4,3,4,7,7,19.651484454403228,1.5,29.47722668160484,1.6376237045336022,0.0031808009523339458,1,1
RequestPredicates.java,method,2,5,2,6,7,8,22.458839376460833,1.2,26.950607251753,1.4972559584307221,0.002996340161479074,1,1
RequestPredicates.java,path,6,14,11,25,20,36,155.58941141594505,5.357142857142858,833.5147040139914,46.30637244522174,0.029522576435458664,1,1
RequestPredicates.java,headers,5,7,5,8,12,13,46.60451250937503,2.8571428571428568,133.15575002678577,7.397541668154765,0.00869197954087424,2,1
RequestPredicates.java,contentType,7,28,30,49,35,79,405.21335833865237,6.125,2481.931819824246,137.885101101347,0.061104328610337585,2,1
RequestPredicates.java,accept,7,33,36,59,40,95,505.5831690142995,6.257575757575758,3163.724981862207,175.76249899234483,0.07183640019195903,5,1
RequestPredicates.java,GET,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,1
RequestPredicates.java,HEAD,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,1
RequestPredicates.java,POST,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,1
RequestPredicates.java,PUT,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,1
RequestPredicates.java,PATCH,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,1
RequestPredicates.java,DELETE,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,1
RequestPredicates.java,OPTIONS,2,8,3,10,10,13,43.18506523353571,1.25,53.98133154191964,2.9989628634399796,0.004761105524876846,4,1
RequestPredicates.java,pathExtension,5,9,7,18,14,25,95.1838730514401,5.0,475.9193652572005,26.43996473651114,0.020318937591070993,3,1
RequestPredicates.java,pathExtension,6,12,11,18,18,29,120.92782504182705,4.5,544.1752126882217,30.23195626045676,0.022217980557845855,1,1
RequestPredicates.java,queryParam,6,11,12,18,17,30,122.62388523751017,4.909090909090909,601.971800256868,33.44287779204822,0.023764545343196174,1,1
RequestPredicates.java,traceMatch,13,118,271,545,131,816,5739.273169254559,30.021186440677965,172299.78984817184,9572.210547120658,1.0321320017678617,5,1
RequestPredicates.java,prefixWithSlash,10,20,29,42,30,71,348.3892322882048,10.5,3658.0869390261505,203.22705216811949,0.07913733611592833,3,1
ExtendedBeanInfoTests.java,setProp1,0,3,0,3,3,3,4.754887502163468,0.0,0.0,0.0,0,1,1
Jaxb2XmlDecoderTests.java,assertStartElement,1,12,6,16,13,22,81.40967379910403,0.6666666666666666,54.27311586606935,3.015173103670519,0.004778246851306007,1,1
Jaxb2XmlDecoderTests.java,assertEndElement,1,12,6,16,13,22,81.40967379910403,0.6666666666666666,54.27311586606935,3.015173103670519,0.004778246851306007,1,1
Jaxb2XmlDecoderTests.java,assertCharacters,12,89,192,330,101,522,3475.586393996437,22.247191011235955,77322.03438329152,4295.668576849529,0.6049891601687721,3,1
SpelDocumentationTests.java,reverseString,3,6,4,8,9,12,38.039100017307746,2.0,76.07820003461549,4.22656666858975,0.0059848356844364944,1,1
CachedIntrospectionResults.java,acceptClassLoader,2,6,2,8,8,10,30.0,1.3333333333333333,40.0,2.2222222222222223,0.003898690317617154,5,1
CachedIntrospectionResults.java,clearClassLoader,11,41,58,112,52,170,969.0747520839856,15.02439024390244,14559.757250822808,808.8754028234894,0.19875352267280816,12,1
CachedIntrospectionResults.java,isClassLoaderAccepted,4,11,6,18,15,24,93.76537429460444,3.272727272727273,306.86849769143276,17.048249871746265,0.015165158372215418,5,1
CachedIntrospectionResults.java,isUnderneathClassLoader,15,91,187,301,106,488,3283.225181826841,24.807692307692307,81449.2400876274,4524.957782645967,0.6263303207041665,33,1
CachedIntrospectionResults.java,instantiateBeanInfoFactory,12,19,29,33,31,62,307.16017124398627,10.421052631578949,3200.9323108583835,177.82957282546576,0.07239852843225082,4,1
ParameterizedDependencyInjectionTests.java,clearEmployees,4,24,15,35,28,50,240.36774610288018,2.9166666666666665,701.0725928000671,38.94847737778151,0.026305954923196765,1,1
ParameterizedDependencyInjectionTests.java,verifyNumParameterizedRuns,1,5,2,6,6,8,20.67970000576925,0.6,12.407820003461548,0.6893233335256416,0.001786524878441054,1,1
RSocketServerToClientIntegrationTests.java,setupOnce,3,19,15,25,22,40,178.37726474549189,1.973684210526316,352.0603909450498,19.558910608058323,0.016619713129355455,1,1
RSocketServerToClientIntegrationTests.java,tearDownOnce,1,9,1,15,10,16,53.150849518197795,0.8333333333333334,44.292374598498164,2.4606874776943424,0.004172836688275891,1,1
RSocketServerToClientIntegrationTests.java,connectAndRunTest,11,107,187,292,118,479,3296.786020644322,15.009345794392523,49482.60139396992,2749.0334107761064,0.4492765599307203,2,1
AnnotationUtils.java,isInterfaceWithAnnotatedMethods,13,55,131,209,68,340,2069.737366025115,24.7,51122.51294082034,2840.1396078233524,0.4591488923589061,46,1
AnnotationUtils.java,isAnnotationDeclaredLocally,7,16,15,28,23,43,194.51316411045156,6.125,1191.3931301765158,66.18850723202866,0.03746123920915172,10,1
AnnotationUtils.java,isAnnotationInherited,7,10,12,19,17,31,126.71134807876051,6.6499999999999995,842.6304647237573,46.812803595764294,0.02973743572867982,3,1
AnnotationUtils.java,isInJavaLangAnnotationPackage,2,7,4,10,9,14,44.37895002019237,1.4285714285714286,63.39850002884624,3.522138890491458,0.005299864104346932,3,1
AnnotationUtils.java,isInJavaLangAnnotationPackage,4,14,9,28,18,37,154.28722505336555,4.0,617.1489002134622,34.28605001185901,0.02416232481193686,9,1
AnnotationUtils.java,getAnnotationAttributes,1,7,1,11,8,12,36.0,0.7857142857142857,28.285714285714285,1.5714285714285714,0.003094497803609548,3,1
AnnotationUtils.java,getAnnotationAttributes,1,7,1,11,8,12,36.0,0.7857142857142857,28.285714285714285,1.5714285714285714,0.003094497803609548,5,1
AnnotationUtils.java,getAnnotationAttributes,1,9,1,14,10,15,49.82892142331043,0.7777777777777778,38.755827773685894,2.1531015429825495,0.0038174212801003293,7,1
AnnotationUtils.java,getAnnotationAttributes,15,38,29,71,53,100,572.7920454563199,14.013157894736842,8026.625373828693,445.92363187937184,0.13362900696292265,13,1
AnnotationUtils.java,adaptValue,9,23,43,81,32,124,620.0,15.847826086956522,9825.652173913044,545.8695652173914,0.15291602589676737,11,1
AnnotationUtils.java,getValue,1,5,1,7,6,8,20.67970000576925,0.7,14.475790004038473,0.8042105557799152,0.00197988634999937,2,1
AnnotationUtils.java,getValue,7,18,15,27,25,42,195.04195997053841,5.25,1023.9702898453266,56.887238324740366,0.03386390074533764,4,1
AnnotationUtils.java,getDefaultValue,1,5,1,7,6,8,20.67970000576925,0.7,14.475790004038473,0.8042105557799152,0.00197988634999937,2,1
AnnotationUtils.java,getDefaultValue,3,8,5,13,11,18,62.26976913547135,2.4375,151.78256226771143,8.432364570428412,0.009484766970379284,4,1
AnnotationUtils.java,getDefaultValue,4,7,4,9,11,13,44.97261104228487,2.5714285714285716,115.64385696587539,6.42465872032641,0.007912136854124296,3,1
AnnotationUtils.java,getDefaultValue,14,61,143,258,75,401,2497.756294888848,29.606557377049178,73949.96505851245,4108.33139213958,0.5872694294197776,44,1
AnnotationUtils.java,isSynthesizable,7,23,49,70,30,119,583.9199808774138,10.652173913043478,6220.017187607234,345.5565104226241,0.11273872920398705,14,1
AnnotationUtils.java,getAliasedAttributeName,4,9,4,11,13,15,55.506595772116384,2.4444444444444446,135.6827896651734,7.5379327591763,0.008801605954245291,6,1
AnnotationUtils.java,getAliasedAttributeName,14,47,144,224,61,368,2182.5113402231423,33.36170212765957,72812.29322276355,4045.1274012646413,0.5812307084484185,19,1
AnnotationUtils.java,getAliasedAttributeName,11,34,38,73,45,111,609.595693692594,11.808823529411764,7198.607971105191,399.92266506139947,0.12427327987956663,8,1
AnnotationUtils.java,getAnnotation,2,12,6,17,14,23,87.56916320732489,1.4166666666666667,124.05631454371027,6.8920174746505705,0.00829133880677079,5,1
AnnotationUtils.java,isAttributeMethod,5,7,11,10,12,21,75.28421251514428,3.5714285714285716,268.87218755408674,14.937343753004818,0.013885962850227664,3,1
AnnotationUtils.java,isAnnotationTypeMethod,5,8,10,11,13,21,77.70923408096293,3.4375,267.12549215331006,14.840305119628336,0.013825758570275615,5,1
AnnotationUtils.java,postProcessAnnotationAttributes,12,40,58,123,52,181,1031.7795889835377,18.450000000000003,19036.333416746274,1057.5740787081263,0.23764806388265095,10,1
AnnotationUtils.java,rethrowAnnotationConfigurationException,2,4,3,8,6,11,28.43458750793272,2.0,56.86917501586544,3.159398611992524,0.004929429926574472,2,1
AnnotationUtils.java,handleIntrospectionFailure,16,71,150,267,87,417,2686.7074377689196,30.08450704225352,80828.26883203397,4490.459379557443,0.6231428220569517,18,1
StompBrokerRelayMessageHandlerIntegrationTests.java,error,3,6,3,8,9,11,34.86917501586544,2.0,69.73835003173087,3.874352779540604,0.00564754704415116,1,1
StompBrokerRelayMessageHandlerIntegrationTests.java,connect,7,22,19,33,29,52,252.61501174663374,5.25,1326.228811669827,73.67937842610151,0.040236888012136166,1,1
StompBrokerRelayMessageHandlerIntegrationTests.java,connectWithError,7,20,17,29,27,46,218.72482509951953,5.075,1110.0284873800617,61.66824929889232,0.03573563428456766,1,1
StompBrokerRelayMessageHandlerIntegrationTests.java,subscribeWithReceipt,7,27,21,47,34,68,345.9474732050231,6.092592592592593,2107.717012675048,117.09538959305821,0.05479660003052577,1,1
StompBrokerRelayMessageHandlerIntegrationTests.java,send,14,91,183,358,105,541,3632.4068250573723,27.538461538461537,100030.89564388763,5557.27198021598,0.7182928060549384,7,1
DefaultRequestPath.java,initContextPath,10,27,50,60,37,110,573.0398702191845,11.11111111111111,6367.10966910205,353.7283149501139,0.11450917845784138,5,1
DefaultRequestPath.java,extractPathWithinApplication,11,30,85,120,41,205,1098.2981609467072,22.0,24162.55954082756,1342.3644189348643,0.27859546121134043,3,1
DomUtils.java,getChildElementByTagName,7,17,15,34,24,49,224.66316253533665,7.0,1572.6421377473566,87.36900765263093,0.04507807384471749,5,1
DomUtils.java,getChildElementValueByTagName,4,9,4,16,13,20,74.00879436282185,3.5555555555555554,263.14237995669987,14.619021108705548,0.013687977336890879,1,1
DomUtils.java,getTextValue,10,21,22,36,31,58,287.34338600243876,8.571428571428571,2462.943308592332,136.8301838106851,0.06079226933283937,4,1
DomUtils.java,nodeNameEquals,2,8,3,14,10,17,56.47277761308516,1.75,98.82736082289902,5.490408934605501,0.007125197011762071,1,1
DomUtils.java,createContentHandler,2,5,2,6,7,8,22.458839376460833,1.2,26.950607251753,1.4972559584307221,0.002996340161479074,1,1
DomUtils.java,nodeNameMatch,3,8,6,13,11,19,65.72920075410865,2.4375,160.21492683813983,8.900829268785547,0.009832879775020063,1,1
DomUtils.java,nodeNameMatch,3,8,6,13,11,19,65.72920075410865,2.4375,160.21492683813983,8.900829268785547,0.009832879775020063,1,1
HttpStatusCode.java,valueOf,10,10,16,18,20,34,146.94555522617034,9.0,1322.5099970355332,73.47277761308517,0.04016163526339613,2,1
ContentDispositionTests.java,parse,7,31,60,114,38,174,913.1393873391838,12.870967741935484,11752.987598333366,652.9437554629648,0.17231017779024363,1,1
HttpServerErrorException.java,create,3,32,22,242,35,264,1354.130716473471,11.34375,15360.920314995938,853.3844619442187,0.20597929598888753,12,1
FormTagTests.java,assertFormTagOpened,1,6,2,7,7,9,25.26619429851844,0.5833333333333334,14.738613340802424,0.8188118522668013,0.0020037790376855992,1,1
FormTagTests.java,assertFormTagClosed,1,6,2,7,7,9,25.26619429851844,0.5833333333333334,14.738613340802424,0.8188118522668013,0.0020037790376855992,1,1
HttpStatus.java,valueOf,7,10,16,29,17,45,183.93582785626526,10.15,1866.9486527410925,103.71936959672736,0.05053981652909252,6,1
HttpStatus.java,valueOf,6,11,10,18,17,28,114.4489595550095,4.909090909090909,561.8403469064102,31.21335260591168,0.02269624587520324,4,1
DefaultRSocketRequesterBuilder.java,isCoreCodec,2,7,6,9,9,15,47.548875021634686,1.2857142857142858,61.13426788495889,3.396348215831049,0.005172913572332008,1,1
DefaultRSocketRequesterBuilder.java,getMimeType,15,93,131,208,108,339,2289.9068632334156,16.774193548387096,38411.340931657294,2133.963385092072,0.379476649698507,7,1
PathMatchingUrlHandlerMappingTests.java,initConfig,7,52,251,600,59,851,5006.129235006927,40.38461538461539,202170.6037214336,11231.70020674631,1.1482172944780675,5,1
MockHttpServletRequestBuilder.java,addToMap,3,17,12,42,20,54,233.38411712391758,3.7058823529411766,864.8940811062828,48.049671172571266,0.03025896218661758,2,1
SerializableTypeWrapper.java,forField,2,7,2,8,9,10,31.69925001442312,1.1428571428571428,36.22771430219785,2.0126507945665475,0.003649550420649069,1,1
SerializableTypeWrapper.java,forMethodParameter,9,17,12,31,26,43,202.11890788006696,8.205882352941176,1658.5639793687847,92.14244329826582,0.0467053787261689,2,1
SerializableTypeWrapper.java,forTypeProvider,17,99,248,443,116,691,4738.864867633152,38.035353535353536,180244.40059669327,10013.577810927403,1.0636202567799458,29,1
ControllerAdviceBean.java,createBeanTypePredicate,7,10,9,16,17,25,102.18657103125848,5.6000000000000005,572.2447977750476,31.79137765416931,0.022975588666879314,1,1
ControllerAdviceBean.java,createBeanTypePredicate,3,17,14,24,20,38,164.2332676057198,2.1176470588235294,347.78809610623017,19.321560894790565,0.0164849849138711,2,1
