Iteración,Tiempo(s),Memoria(KB)
1,0.10,40556
2,0.09,40188
3,0.09,56316
4,0.14,56048
5,0.08,53232
6,0.08,56144
7,0.08,40688
8,0.09,56048
9,0.10,40196
10,0.13,55416
11,0.08,55788
12,0.09,53572
13,0.11,53488
14,0.11,56428
15,0.07,55672
16,0.07,56168
17,0.11,56268
18,0.10,53492
19,0.08,55932
20,0.09,56472
21,0.10,55920
22,0.11,55664
23,0.12,53636
24,0.13,56052
25,0.20,56796
26,0.12,40048
27,0.06,53352
28,0.08,55932
29,0.11,53372
30,0.09,56172
31,0.12,55484
32,0.08,55420
33,0.08,53100
34,0.08,55916
35,0.14,56196
36,0.19,56556
37,0.09,53372
38,0.05,53240
39,0.06,53724
40,0.07,56316
41,0.09,53360
42,0.11,40188
43,0.08,55920
44,0.06,55524
45,0.07,56188
46,0.08,53744
47,0.09,53236
48,0.10,56060
49,0.09,55428
50,0.09,53352
51,0.11,55660
52,0.11,53628
53,0.12,40048
54,0.07,56016
55,0.09,55292
56,0.14,55548
57,0.09,55964
58,0.18,56060
59,0.18,55632
60,0.14,55912
61,0.07,55504
62,0.09,55692
63,0.15,53232
64,0.14,56188
65,0.06,55044
66,0.06,55668
67,0.06,53244
68,0.06,53360
69,0.06,40432
70,0.07,52984
71,0.15,56056
72,0.12,53484
73,0.05,40568
74,0.06,55268
75,0.06,55272
76,0.05,53436
77,0.07,55688
78,0.06,56172
79,0.06,55024
80,0.06,53480
81,0.07,55148
82,0.13,53356
83,0.09,56296
84,0.09,56072
85,0.10,56172
86,0.12,53488
87,0.08,53316
88,0.06,55236
89,0.05,56052
90,0.05,53744
91,0.05,55792
92,0.06,55528
93,0.06,53356
94,0.07,55788
95,0.06,55920
96,0.06,53364
97,0.07,53232
98,0.09,55800
99,0.10,56296
100,0.10,53364
