Iteración,Tiempo(s),Memoria(KB)
1,0.15,55332
2,0.08,55924
3,0.12,55548
4,0.07,54000
5,0.09,57068
6,0.08,56016
7,0.12,55660
8,0.15,55392
9,0.08,56176
10,0.07,56428
11,0.07,55748
12,0.07,56428
13,0.06,56132
14,0.06,56812
15,0.05,56060
16,0.06,56172
17,0.06,55932
18,0.08,57092
19,0.06,55660
20,0.07,56140
21,0.08,56068
22,0.09,57468
23,0.09,55656
24,0.11,55804
25,0.12,53380
26,0.14,53744
27,0.12,56444
28,0.08,55672
29,0.07,56236
30,0.07,56080
31,0.08,55784
32,0.09,53264
33,0.07,55788
34,0.06,56112
35,0.05,56572
36,0.07,57068
37,0.07,56592
38,0.08,56556
39,0.09,55788
40,0.12,56820
41,0.15,55804
42,0.10,55804
43,0.09,55788
44,0.11,55916
45,0.16,55804
46,0.16,56656
47,0.11,55664
48,0.09,55788
49,0.10,55792
50,0.11,55420
51,0.19,56568
52,0.14,56652
53,0.08,56260
54,0.07,55796
55,0.07,56428
56,0.07,55804
57,0.07,55792
58,0.11,55936
59,0.17,56444
60,0.15,56308
61,0.19,56432
62,0.17,56828
63,0.14,55884
64,0.14,57084
65,0.09,55788
66,0.09,55548
67,0.09,55660
68,0.12,55800
69,0.16,56444
70,0.10,55920
71,0.08,54640
72,0.08,56944
73,0.11,56296
74,0.15,56824
75,0.08,54000
76,0.09,55548
77,0.09,56168
78,0.10,56140
79,0.10,55408
80,0.20,56936
81,0.14,56176
82,0.08,56312
83,0.09,55932
84,0.09,55684
85,0.12,56536
86,0.14,53616
87,0.12,53480
88,0.11,54508
89,0.10,55912
90,0.11,55532
91,0.12,55788
92,0.07,55928
93,0.09,56176
94,0.11,56316
95,0.12,55924
96,0.21,57220
97,0.15,55800
98,0.14,55812
99,0.15,53636
100,0.16,55924
