Iteración,Tiempo(s),Memoria(KB)
1,0.11,56188
2,0.14,56060
3,0.14,55408
4,0.11,56300
5,0.11,53484
6,0.14,56296
7,0.13,53100
8,0.09,55544
9,0.10,53876
10,0.10,55536
11,0.11,55800
12,0.12,40568
13,0.11,55420
14,0.10,53624
15,0.15,56312
16,0.12,55656
17,0.07,55504
18,0.07,56196
19,0.07,55916
20,0.09,55940
21,0.10,55612
22,0.14,56304
23,0.14,53700
24,0.12,55920
25,0.07,56272
26,0.08,55996
27,0.08,55804
28,0.13,40184
29,0.14,40300
30,0.15,56180
31,0.13,55540
32,0.09,55932
33,0.11,53496
34,0.09,53228
35,0.05,40444
36,0.05,56048
37,0.05,55924
38,0.05,53740
39,0.08,56428
40,0.11,53492
41,0.10,53244
42,0.07,55796
43,0.08,55800
44,0.10,53676
45,0.12,55916
46,0.12,53500
47,0.14,55932
48,0.13,55920
49,0.12,53368
50,0.09,55536
51,0.11,56316
52,0.14,55544
53,0.13,53356
54,0.13,40296
55,0.14,55932
56,0.13,40440
57,0.10,40568
58,0.11,40440
59,0.11,53224
60,0.08,56044
61,0.09,40208
62,0.14,56172
63,0.13,55156
64,0.15,55800
65,0.12,53228
66,0.11,56560
67,0.13,56048
68,0.14,40308
69,0.13,53372
70,0.11,55172
71,0.07,55532
72,0.06,53228
73,0.06,55796
74,0.05,53352
75,0.08,55632
76,0.10,53456
77,0.12,53608
78,0.12,40432
79,0.12,40300
80,0.13,56304
81,0.13,55660
82,0.13,56024
83,0.13,56304
84,0.14,56436
85,0.10,55536
86,0.12,55404
87,0.10,40184
88,0.11,56444
89,0.12,40552
90,0.13,53232
91,0.10,55660
92,0.08,40556
93,0.08,55292
94,0.10,53356
95,0.09,53624
96,0.13,56324
97,0.12,53364
98,0.08,53240
99,0.07,53492
100,0.12,53356
