Iteración,Tiempo(s),Memoria(KB)
1,0.10,55792
2,0.15,56572
3,0.09,53616
4,0.11,56560
5,0.13,55804
6,0.11,57340
7,0.11,58036
8,0.12,53616
9,0.09,53612
10,0.08,55916
11,0.08,56524
12,0.09,57292
13,0.08,56304
14,0.09,57160
15,0.08,57084
16,0.08,56180
17,0.08,56172
18,0.08,53620
19,0.08,56188
20,0.10,56656
21,0.12,56264
22,0.11,56540
23,0.11,55924
24,0.09,55920
25,0.10,56048
26,0.10,53628
27,0.11,56188
28,0.14,56056
29,0.12,56048
30,0.10,56812
31,0.08,56260
32,0.10,55784
33,0.11,56188
34,0.12,53748
35,0.08,56324
36,0.10,58092
37,0.09,56296
38,0.09,55788
39,0.11,56176
40,0.11,53968
41,0.16,56196
42,0.14,56952
43,0.12,56368
44,0.13,55760
45,0.15,55804
46,0.10,56304
47,0.10,57104
48,0.10,53736
49,0.08,56388
50,0.11,56132
51,0.11,56956
52,0.07,56572
53,0.09,57204
54,0.16,56316
55,0.17,56552
56,0.15,55932
57,0.07,55832
58,0.09,56684
59,0.13,56172
60,0.14,56524
61,0.10,56440
62,0.12,56684
63,0.11,55528
64,0.10,53868
65,0.12,54524
66,0.14,56188
67,0.16,55940
68,0.16,57076
69,0.11,56304
70,0.14,53620
71,0.11,55608
72,0.07,56060
73,0.06,54004
74,0.06,55668
75,0.08,56428
76,0.12,55796
77,0.11,55920
78,0.18,55740
79,0.18,56620
80,0.17,56428
81,0.17,57844
82,0.15,55888
83,0.10,53636
84,0.10,55684
85,0.10,55256
86,0.11,56068
87,0.11,53564
88,0.15,56432
89,0.08,55672
90,0.12,56068
91,0.10,56184
92,0.09,56296
93,0.10,55428
94,0.10,56184
95,0.14,53356
96,0.15,55700
97,0.08,55760
98,0.09,55676
99,0.10,56188
100,0.12,56620
