Iteración,Tiempo(s),Memoria(KB)
1,0.09,56680
2,0.08,53372
3,0.09,55912
4,0.09,56184
5,0.09,56432
6,0.10,56396
7,0.08,55932
8,0.08,56172
9,0.09,56428
10,0.10,55792
11,0.10,55804
12,0.09,55920
13,0.10,56168
14,0.10,53520
15,0.11,55932
16,0.10,55660
17,0.15,55684
18,0.09,56432
19,0.10,55972
20,0.15,53620
21,0.10,56364
22,0.11,55676
23,0.13,55536
24,0.14,53872
25,0.07,56060
26,0.08,55664
27,0.13,55944
28,0.10,56176
29,0.09,56400
30,0.10,55928
31,0.12,55932
32,0.12,55404
33,0.12,55420
34,0.09,56956
35,0.10,57320
36,0.07,57712
37,0.06,55688
38,0.07,55928
39,0.09,56300
40,0.13,56180
41,0.11,55924
42,0.07,56060
43,0.08,56304
44,0.09,56188
45,0.08,57580
46,0.09,55792
47,0.09,57212
48,0.07,56252
49,0.12,55984
50,0.13,56688
51,0.08,55664
52,0.10,56048
53,0.10,56196
54,0.14,53492
55,0.14,55792
56,0.11,56452
57,0.16,56068
58,0.11,56048
59,0.11,56068
60,0.11,56444
61,0.11,56172
62,0.11,55408
63,0.14,56176
64,0.10,55932
65,0.10,56444
66,0.09,55968
67,0.08,56136
68,0.10,56316
69,0.19,56444
70,0.11,56060
71,0.13,56012
72,0.12,55664
73,0.08,55920
74,0.10,55792
75,0.10,55788
76,0.05,56324
77,0.06,56556
78,0.06,53676
79,0.07,57200
80,0.08,56304
81,0.07,55792
82,0.09,56560
83,0.09,53484
84,0.16,56680
85,0.07,56696
86,0.09,55784
87,0.10,56016
88,0.09,56176
89,0.06,56172
90,0.06,56172
91,0.07,56176
92,0.08,56436
93,0.12,55556
94,0.16,55676
95,0.16,55916
96,0.14,56308
97,0.07,53356
98,0.14,55804
99,0.15,56440
100,0.06,56052
