Iteración,Tiempo(s),Memoria(KB)
1,0.10,55932
2,0.11,56560
3,0.09,55804
4,0.12,56888
5,0.11,55696
6,0.12,55804
7,0.13,53752
8,0.16,56444
9,0.15,53480
10,0.15,55676
11,0.12,56752
12,0.06,54780
13,0.07,57212
14,0.06,55148
15,0.07,56180
16,0.06,55784
17,0.08,56940
18,0.09,56424
19,0.15,56516
20,0.15,56944
21,0.07,55548
22,0.07,56188
23,0.07,55064
24,0.07,56176
25,0.05,56180
26,0.08,55664
27,0.17,56904
28,0.09,55712
29,0.13,55796
30,0.14,56300
31,0.15,55800
32,0.09,55940
33,0.13,56048
34,0.08,55504
35,0.06,56188
36,0.07,55724
37,0.07,56176
38,0.08,56312
39,0.09,56048
40,0.09,55804
41,0.11,56824
42,0.10,54632
43,0.08,55788
44,0.10,56644
45,0.19,55812
46,0.08,56044
47,0.15,56184
48,0.15,57332
49,0.07,55484
50,0.09,55792
51,0.15,56952
52,0.14,56336
53,0.07,56300
54,0.06,56052
55,0.07,56948
56,0.07,55920
57,0.09,56260
58,0.10,56772
59,0.12,56296
60,0.11,56316
61,0.11,56700
62,0.10,56312
63,0.10,55920
64,0.11,58364
65,0.10,55804
66,0.11,56444
67,0.12,55804
68,0.10,56108
69,0.11,55672
70,0.12,55788
71,0.12,56572
72,0.11,54652
73,0.12,57084
74,0.18,56288
75,0.14,56432
76,0.07,56056
77,0.07,56060
78,0.16,56300
79,0.11,55504
80,0.09,56168
81,0.10,55676
82,0.14,56140
83,0.15,55720
84,0.22,56132
85,0.14,56304
86,0.06,55796
87,0.08,56056
88,0.05,54012
89,0.05,55792
90,0.08,57596
91,0.07,56052
92,0.08,55804
93,0.13,56684
94,0.09,55748
95,0.11,56836
96,0.22,56172
97,0.24,53324
98,0.08,53496
99,0.20,56356
100,0.17,56688
