Iteración,Tiempo(s),Memoria(KB)
1,0.13,56300
2,0.13,53628
3,0.11,55924
4,0.11,53740
5,0.08,56184
6,0.05,56300
7,0.07,56432
8,0.08,55532
9,0.12,56172
10,0.15,56428
11,0.15,57068
12,0.05,55660
13,0.06,55676
14,0.06,56688
15,0.07,56184
16,0.10,56440
17,0.10,54128
18,0.11,56176
19,0.14,55920
20,0.13,56432
21,0.12,53740
22,0.13,53740
23,0.12,56304
24,0.08,57052
25,0.10,54896
26,0.14,56812
27,0.16,53876
28,0.15,55920
29,0.13,56444
30,0.09,53628
31,0.10,56444
32,0.08,56032
33,0.07,55664
34,0.09,56560
35,0.17,55276
36,0.15,55920
37,0.09,55504
38,0.09,55924
39,0.13,56172
40,0.13,55676
41,0.09,56308
42,0.11,53612
43,0.08,56044
44,0.06,56304
45,0.06,56188
46,0.07,56304
47,0.07,56580
48,0.09,56880
49,0.08,55804
50,0.11,57324
51,0.15,56796
52,0.08,55932
53,0.06,53704
54,0.09,55804
55,0.10,55536
56,0.13,55796
57,0.09,56300
58,0.09,56560
59,0.11,56424
60,0.12,56432
61,0.13,55772
62,0.14,55628
63,0.09,56040
64,0.10,56952
65,0.09,55928
66,0.10,56168
67,0.11,55924
68,0.17,56700
69,0.14,55916
70,0.07,56316
71,0.10,55768
72,0.08,55920
73,0.10,56184
74,0.19,55800
75,0.15,56432
76,0.16,56684
77,0.08,56176
78,0.08,56304
79,0.10,56056
80,0.15,57464
81,0.10,55916
82,0.11,53548
83,0.10,56304
84,0.13,56184
85,0.08,56472
86,0.12,55708
87,0.12,56316
88,0.15,56316
89,0.14,57072
90,0.07,55932
91,0.10,55916
92,0.15,55664
93,0.07,56280
94,0.09,56560
95,0.14,55664
96,0.10,55532
97,0.12,55928
98,0.14,56316
99,0.12,53488
100,0.12,56572
