Iteración,Tiempo(s),Memoria(KB)
1,0.08,53624
2,0.09,55876
3,0.11,56060
4,0.11,55912
5,0.15,55272
6,0.07,54988
7,0.05,53096
8,0.05,53360
9,0.06,56056
10,0.06,55548
11,0.07,55292
12,0.07,53124
13,0.09,55928
14,0.09,40572
15,0.09,53452
16,0.11,55664
17,0.15,55932
18,0.07,53264
19,0.07,53356
20,0.08,55664
21,0.10,56060
22,0.13,55916
23,0.15,55920
24,0.14,53324
25,0.13,53288
26,0.07,55912
27,0.06,53480
28,0.08,55280
29,0.11,56044
30,0.13,56052
31,0.15,56004
32,0.14,40572
33,0.07,53300
34,0.08,55116
35,0.06,55512
36,0.07,40684
37,0.07,55532
38,0.08,55800
39,0.08,55796
40,0.09,56828
41,0.09,56172
42,0.07,53716
43,0.08,55532
44,0.07,40184
45,0.15,55536
46,0.10,55660
47,0.14,55660
48,0.08,55792
49,0.08,55676
50,0.09,56060
51,0.09,53420
52,0.06,53372
53,0.07,53232
54,0.14,53612
55,0.08,53492
56,0.09,56132
57,0.08,56176
58,0.08,55920
59,0.09,56060
60,0.10,53508
61,0.13,55756
62,0.12,40044
63,0.09,55788
64,0.05,55924
65,0.05,40444
66,0.06,55144
67,0.05,53244
68,0.06,55016
69,0.07,56060
70,0.07,40304
71,0.08,53748
72,0.08,53744
73,0.09,53356
74,0.11,55708
75,0.14,55540
76,0.11,56316
77,0.10,55528
78,0.07,55400
79,0.15,56172
80,0.09,55804
81,0.10,54700
82,0.08,53748
83,0.08,55664
84,0.08,55428
85,0.08,55288
86,0.08,55280
87,0.10,56140
88,0.14,55660
89,0.09,56304
90,0.09,53616
91,0.15,53636
92,0.15,55660
93,0.15,53488
94,0.08,55272
95,0.09,40044
96,0.07,55520
97,0.06,55608
98,0.07,56156
99,0.09,54896
100,0.14,55536
