Iteración,Tiempo(s),Memoria(KB)
1,0.11,56300
2,0.10,56308
3,0.10,53496
4,0.11,53820
5,0.12,55932
6,0.13,53380
7,0.11,56784
8,0.16,55772
9,0.11,57460
10,0.14,56556
11,0.10,53628
12,0.09,56300
13,0.09,55924
14,0.08,53488
15,0.09,56176
16,0.16,57596
17,0.07,56560
18,0.08,55940
19,0.06,55464
20,0.07,55420
21,0.17,56304
22,0.19,57028
23,0.19,55532
24,0.15,56060
25,0.09,56188
26,0.09,56188
27,0.10,56312
28,0.10,55932
29,0.10,56788
30,0.09,53756
31,0.08,56188
32,0.08,53748
33,0.09,55556
34,0.09,56188
35,0.08,56040
36,0.09,56040
37,0.10,56380
38,0.12,55676
39,0.11,56176
40,0.12,55660
41,0.14,56432
42,0.16,57072
43,0.09,56316
44,0.15,55916
45,0.16,57328
46,0.08,57040
47,0.07,56156
48,0.07,56188
49,0.09,55932
50,0.09,53500
51,0.10,55632
52,0.14,56440
53,0.13,56684
54,0.07,56424
55,0.08,57980
56,0.09,55660
57,0.15,55656
58,0.07,55940
59,0.09,55832
60,0.13,55804
61,0.11,56560
62,0.10,55924
63,0.11,53480
64,0.08,56044
65,0.08,56168
66,0.11,57452
67,0.16,56296
68,0.16,57064
69,0.11,55916
70,0.11,56116
71,0.10,56444
72,0.12,56652
73,0.12,55852
74,0.09,56060
75,0.10,56436
76,0.17,55536
77,0.14,55420
78,0.09,56572
79,0.08,55916
80,0.10,56816
81,0.13,55548
82,0.18,56900
83,0.16,57084
84,0.07,56688
85,0.06,56040
86,0.08,56560
87,0.18,55920
88,0.19,56184
89,0.09,56300
90,0.06,56296
91,0.07,56060
92,0.13,56188
93,0.08,56184
94,0.09,55792
95,0.09,55500
96,0.08,56268
97,0.08,55812
98,0.11,57284
99,0.11,55884
100,0.14,53628
