Iteración,Tiempo(s),Memoria(KB)
1,0.10,53360
2,0.11,53612
3,0.11,55944
4,0.08,53372
5,0.11,55920
6,0.16,56188
7,0.16,53736
8,0.16,52976
9,0.17,56044
10,0.16,56304
11,0.11,55704
12,0.12,53488
13,0.12,55668
14,0.13,53616
15,0.10,53236
16,0.15,56044
17,0.13,53284
18,0.08,56056
19,0.09,56432
20,0.08,53240
21,0.09,54384
22,0.07,56052
23,0.05,55676
24,0.06,52988
25,0.06,56196
26,0.06,52968
27,0.05,53756
28,0.05,53232
29,0.06,55536
30,0.07,56012
31,0.13,53360
32,0.13,53372
33,0.13,53224
34,0.10,56060
35,0.13,53492
36,0.12,53364
37,0.11,56188
38,0.06,53336
39,0.07,53252
40,0.07,40560
41,0.07,55660
42,0.09,53484
43,0.10,53508
44,0.09,53224
45,0.13,53488
46,0.13,53484
47,0.14,55548
48,0.11,56016
49,0.09,53492
50,0.11,55660
51,0.13,53484
52,0.13,53364
53,0.12,40428
54,0.08,53616
55,0.13,53360
56,0.08,53484
57,0.14,55676
58,0.09,53116
59,0.09,53620
60,0.10,52996
61,0.13,53104
62,0.13,53104
63,0.06,53364
64,0.07,53236
65,0.08,53508
66,0.06,55660
67,0.07,53356
68,0.07,53244
69,0.07,56048
70,0.08,56060
71,0.10,55660
72,0.11,53444
73,0.11,56172
74,0.10,55548
75,0.18,53116
76,0.15,55492
77,0.08,56468
78,0.07,55712
79,0.08,55280
80,0.09,55420
81,0.10,56044
82,0.10,53328
83,0.11,53232
84,0.09,55548
85,0.10,54788
86,0.11,56056
87,0.23,56068
88,0.17,56048
89,0.16,56068
90,0.07,55416
91,0.08,53228
92,0.08,55504
93,0.08,55416
94,0.09,53496
95,0.13,53500
96,0.12,53372
97,0.10,56044
98,0.13,55896
99,0.14,53356
100,0.08,55548
