Iteración,Tiempo(s),Memoria(KB)
1,0.14,53232
2,0.18,55788
3,0.13,53228
4,0.15,53628
5,0.14,55724
6,0.11,53232
7,0.08,56060
8,0.06,53744
9,0.09,53496
10,0.09,56068
11,0.09,55532
12,0.11,56196
13,0.11,53500
14,0.14,53488
15,0.09,56048
16,0.10,55676
17,0.10,55540
18,0.09,53328
19,0.08,53100
20,0.09,53112
21,0.10,53608
22,0.12,53360
23,0.12,53484
24,0.06,56436
25,0.07,55924
26,0.08,55572
27,0.10,53244
28,0.13,55932
29,0.07,53372
30,0.07,53364
31,0.12,56012
32,0.12,53616
33,0.09,55932
34,0.07,55656
35,0.08,53352
36,0.08,53100
37,0.08,56080
38,0.08,53244
39,0.08,53372
40,0.10,55404
41,0.09,53252
42,0.09,53228
43,0.09,56080
44,0.10,56188
45,0.10,55400
46,0.10,53676
47,0.11,55876
48,0.14,56428
49,0.11,56044
50,0.07,55792
51,0.10,55620
52,0.14,56268
53,0.09,56444
54,0.15,55920
55,0.17,53228
56,0.17,56300
57,0.11,55544
58,0.16,56068
59,0.10,53496
60,0.11,53500
61,0.09,53252
62,0.07,53380
63,0.05,53500
64,0.07,55408
65,0.07,53616
66,0.10,53244
67,0.12,55536
68,0.13,56012
69,0.10,53620
70,0.13,55748
71,0.15,55788
72,0.16,55660
73,0.16,55336
74,0.16,55548
75,0.14,53372
76,0.08,56048
77,0.12,53252
78,0.10,53624
79,0.16,55668
80,0.15,55932
81,0.09,53244
82,0.09,53232
83,0.10,55676
84,0.11,56176
85,0.10,53220
86,0.13,53616
87,0.15,55404
88,0.13,53328
89,0.13,55536
90,0.08,55548
91,0.09,55792
92,0.09,53104
93,0.09,55852
94,0.08,53480
95,0.08,53756
96,0.09,55628
97,0.09,52988
98,0.09,53488
99,0.08,40172
100,0.07,55532
