Iteración,Tiempo(s),Memoria(KB)
1,0.13,53720
2,0.11,40540
3,0.11,53236
4,0.11,56176
5,0.08,55804
6,0.08,53756
7,0.14,55804
8,0.12,53228
9,0.17,53372
10,0.12,53628
11,0.10,53488
12,0.13,53368
13,0.07,55720
14,0.08,55788
15,0.11,53616
16,0.13,53480
17,0.13,53340
18,0.13,56188
19,0.12,53312
20,0.11,55468
21,0.13,55916
22,0.10,56056
23,0.10,53360
24,0.10,53492
25,0.13,55788
26,0.10,53232
27,0.13,53372
28,0.12,55644
29,0.12,53488
30,0.15,53500
31,0.15,56176
32,0.13,55548
33,0.13,56172
34,0.09,55792
35,0.11,55916
36,0.12,53232
37,0.14,53500
38,0.07,53740
39,0.05,52976
40,0.05,55660
41,0.05,55664
42,0.06,53616
43,0.06,55672
44,0.09,55776
45,0.12,55888
46,0.12,53244
47,0.12,55676
48,0.12,55416
49,0.12,53484
50,0.11,53372
51,0.13,56428
52,0.14,55532
53,0.14,55548
54,0.05,55912
55,0.05,53324
56,0.06,55792
57,0.08,55548
58,0.12,53228
59,0.13,55812
60,0.13,56060
61,0.14,55920
62,0.14,53356
63,0.12,55548
64,0.10,53276
65,0.13,53484
66,0.14,56048
67,0.14,53200
68,0.15,55912
69,0.14,53356
70,0.13,53456
71,0.12,53488
72,0.13,53112
73,0.13,40264
74,0.11,55800
75,0.09,54908
76,0.06,55668
77,0.06,55524
78,0.06,53228
79,0.06,53352
80,0.10,53608
81,0.12,53624
82,0.12,53352
83,0.13,56316
84,0.10,55676
85,0.09,53628
86,0.09,56184
87,0.08,53372
88,0.09,55420
89,0.11,56044
90,0.12,53364
91,0.12,53480
92,0.14,53244
93,0.13,55804
94,0.08,55912
95,0.08,55792
96,0.09,53500
97,0.09,55664
98,0.15,53456
99,0.13,53372
100,0.08,55408
