Iteración,Tiempo(s),Memoria(KB)
1,0.12,40432
2,0.08,55924
3,0.07,55556
4,0.08,53100
5,0.08,53612
6,0.10,56044
7,0.10,54012
8,0.11,40428
9,0.14,56432
10,0.14,55416
11,0.14,55676
12,0.12,56188
13,0.07,55412
14,0.09,40556
15,0.11,55916
16,0.11,53484
17,0.08,56304
18,0.06,55920
19,0.09,55916
20,0.10,53228
21,0.12,56300
22,0.11,52976
23,0.09,40696
24,0.09,40312
25,0.11,56052
26,0.14,55336
27,0.12,40692
28,0.13,55664
29,0.09,54892
30,0.06,55800
31,0.05,55676
32,0.05,56048
33,0.05,40556
34,0.06,56428
35,0.08,55792
36,0.09,53612
37,0.09,55804
38,0.11,56060
39,0.11,55548
40,0.11,56188
41,0.11,40424
42,0.12,53372
43,0.12,53488
44,0.14,56040
45,0.12,55932
46,0.09,56184
47,0.08,40560
48,0.08,55796
49,0.09,53232
50,0.10,40556
51,0.10,53740
52,0.07,54904
53,0.08,55792
54,0.12,56188
55,0.09,52992
56,0.11,40444
57,0.07,55420
58,0.07,55820
59,0.07,53716
60,0.10,53360
61,0.10,53616
62,0.09,55288
63,0.11,56052
64,0.10,53244
65,0.11,55788
66,0.13,53356
67,0.12,53360
68,0.14,55672
69,0.12,53116
70,0.10,53484
71,0.12,53372
72,0.08,55656
73,0.05,55792
74,0.05,52988
75,0.06,40444
76,0.07,40428
77,0.13,55792
78,0.10,53104
79,0.06,53188
80,0.07,56440
81,0.07,53612
82,0.08,55788
83,0.08,55548
84,0.09,55932
85,0.12,55548
86,0.11,55528
87,0.14,55932
88,0.12,56428
89,0.12,53616
90,0.09,40572
91,0.11,56176
92,0.11,53372
93,0.12,56172
94,0.12,53292
95,0.18,55684
96,0.13,56020
97,0.12,53228
98,0.10,56304
99,0.10,55800
100,0.12,55912
