Iteración,Tiempo(s),Memoria(KB)
1,0.06,53116
2,0.07,55916
3,0.09,56176
4,0.11,53608
5,0.16,55632
6,0.07,56060
7,0.08,54916
8,0.07,53372
9,0.08,55812
10,0.11,55548
11,0.12,40444
12,0.16,56068
13,0.17,55532
14,0.16,55536
15,0.11,53252
16,0.12,53232
17,0.07,55756
18,0.08,53240
19,0.09,55928
20,0.15,53356
21,0.09,53132
22,0.08,53628
23,0.09,55748
24,0.10,56196
25,0.14,53116
26,0.14,56308
27,0.06,53616
28,0.05,52976
29,0.05,53108
30,0.07,55536
31,0.06,53444
32,0.06,55536
33,0.07,55548
34,0.08,55812
35,0.09,53356
36,0.10,55664
37,0.11,53352
38,0.11,53236
39,0.12,55536
40,0.11,56060
41,0.08,55024
42,0.19,56044
43,0.15,55536
44,0.19,56196
45,0.16,56308
46,0.07,55668
47,0.06,53500
48,0.07,56172
49,0.07,53372
50,0.09,55548
51,0.09,55876
52,0.11,56044
53,0.10,53488
54,0.10,53248
55,0.13,55784
56,0.11,53752
57,0.14,55588
58,0.06,53500
59,0.09,56016
60,0.10,56400
61,0.12,56244
62,0.10,55532
63,0.16,53456
64,0.14,55932
65,0.07,53372
66,0.08,55032
67,0.10,55724
68,0.11,53104
69,0.13,56012
70,0.12,53500
71,0.10,55664
72,0.10,53488
73,0.09,53740
74,0.07,55916
75,0.09,55560
76,0.16,53056
77,0.15,56060
78,0.06,55548
79,0.07,55920
80,0.07,56056
81,0.08,55932
82,0.12,56432
83,0.14,53340
84,0.14,56304
85,0.16,55784
86,0.12,53764
87,0.07,55640
88,0.05,53324
89,0.06,55812
90,0.08,55932
91,0.14,53360
92,0.16,53480
93,0.08,53500
94,0.10,55300
95,0.11,54900
96,0.13,55548
97,0.07,55792
98,0.07,55672
99,0.09,55800
100,0.09,55660
