Iteración,Tiempo(s),Memoria(KB)
1,0.14,56316
2,0.10,53376
3,0.15,53256
4,0.14,56692
5,0.10,53464
6,0.11,54916
7,0.08,40324
8,0.09,55656
9,0.11,56068
10,0.11,40556
11,0.11,54764
12,0.12,56060
13,0.18,56168
14,0.11,55916
15,0.10,40176
16,0.12,56060
17,0.11,53584
18,0.10,55428
19,0.09,55664
20,0.10,56464
21,0.12,53356
22,0.12,55656
23,0.16,53372
24,0.14,53196
25,0.06,40296
26,0.06,53368
27,0.07,56428
28,0.06,56260
29,0.06,55804
30,0.06,53392
31,0.15,56508
32,0.08,55788
33,0.08,53496
34,0.09,53380
35,0.10,55236
36,0.09,53496
37,0.06,55884
38,0.06,53776
39,0.08,53456
40,0.08,55404
41,0.08,56068
42,0.08,56560
43,0.10,55576
44,0.12,55924
45,0.10,53628
46,0.08,55620
47,0.08,53588
48,0.10,55320
49,0.09,56188
50,0.06,53100
51,0.06,55544
52,0.06,40388
53,0.08,55896
54,0.08,56080
55,0.08,55420
56,0.08,53252
57,0.08,55532
58,0.09,55804
59,0.10,55556
60,0.11,53628
61,0.10,52860
62,0.12,39924
63,0.08,40316
64,0.07,53620
65,0.08,55144
66,0.10,53488
67,0.10,55412
68,0.07,56044
69,0.07,52988
70,0.09,53324
71,0.13,56324
72,0.14,56048
73,0.10,55272
74,0.15,56304
75,0.08,55596
76,0.09,55760
77,0.08,53616
78,0.09,56300
79,0.08,56044
80,0.08,53568
81,0.10,53364
82,0.11,53328
83,0.11,56436
84,0.14,56440
85,0.09,53480
86,0.15,55412
87,0.15,55548
88,0.08,56188
89,0.08,55548
90,0.09,55876
91,0.15,53360
92,0.16,56388
93,0.08,56152
94,0.08,53352
95,0.09,53672
96,0.08,53620
97,0.10,53116
98,0.12,53608
99,0.16,54908
100,0.11,53100
