Iteración,Tiempo(s),Memoria(KB)
1,0.17,56004
2,0.19,55532
3,0.07,53100
4,0.06,53232
5,0.05,53592
6,0.06,53356
7,0.06,56176
8,0.06,55544
9,0.07,56176
10,0.07,55792
11,0.07,55688
12,0.08,56028
13,0.07,53484
14,0.07,55660
15,0.08,56176
16,0.08,56048
17,0.07,53328
18,0.09,55888
19,0.09,55924
20,0.15,53232
21,0.15,56316
22,0.12,40184
23,0.12,56052
24,0.12,53360
25,0.12,55668
26,0.14,53228
27,0.10,56428
28,0.16,53164
29,0.14,56444
30,0.08,55420
31,0.07,53492
32,0.08,56188
33,0.07,56308
34,0.07,53360
35,0.10,53112
36,0.10,53496
37,0.10,55420
38,0.10,53360
39,0.08,56068
40,0.08,53616
41,0.08,53372
42,0.12,55932
43,0.13,55468
44,0.14,56008
45,0.13,55940
46,0.11,53608
47,0.09,55800
48,0.15,53484
49,0.09,55664
50,0.15,55156
51,0.09,53280
52,0.08,53616
53,0.09,55788
54,0.10,53356
55,0.09,53452
56,0.13,55920
57,0.07,55416
58,0.07,53360
59,0.07,53232
60,0.09,55656
61,0.16,55792
62,0.10,54268
63,0.08,55292
64,0.13,40528
65,0.15,56300
66,0.08,53244
67,0.11,53584
68,0.09,53308
69,0.09,53100
70,0.13,53360
71,0.06,55812
72,0.06,53608
73,0.06,55440
74,0.06,55660
75,0.08,56172
76,0.07,55392
77,0.07,53492
78,0.08,53612
79,0.07,55676
80,0.06,56056
81,0.05,53116
82,0.06,55920
83,0.07,40172
84,0.12,55468
85,0.08,55656
86,0.14,53328
87,0.09,53484
88,0.06,55932
89,0.06,52984
90,0.07,55932
91,0.08,55536
92,0.10,56044
93,0.12,53484
94,0.15,56176
95,0.12,55364
96,0.11,53108
97,0.09,53100
98,0.11,53096
99,0.08,56172
100,0.07,55548
