Iteración,Tiempo(s),Memoria(KB)
1,0.06,56816
2,0.07,56300
3,0.06,55788
4,0.06,56828
5,0.06,56564
6,0.07,55632
7,0.08,55812
8,0.07,56056
9,0.08,54012
10,0.07,56172
11,0.06,56428
12,0.06,56312
13,0.12,57580
14,0.08,57320
15,0.06,55788
16,0.07,57068
17,0.06,55792
18,0.07,56052
19,0.07,55704
20,0.08,55876
21,0.08,56056
22,0.07,56044
23,0.07,55932
24,0.08,55804
25,0.08,53608
26,0.06,55920
27,0.07,56184
28,0.07,55664
29,0.05,55420
30,0.06,56948
31,0.06,56300
32,0.07,56300
33,0.07,55804
34,0.08,56480
35,0.06,56296
36,0.08,56452
37,0.07,55536
38,0.06,56444
39,0.07,58364
40,0.06,55792
41,0.06,56060
42,0.06,55932
43,0.06,56300
44,0.07,55924
45,0.05,56048
46,0.07,57304
47,0.06,56176
48,0.06,56304
49,0.07,56560
50,0.06,55792
51,0.05,56172
52,0.07,56164
53,0.07,56432
54,0.06,56172
55,0.07,56044
56,0.06,56568
57,0.07,56092
58,0.07,55920
59,0.06,55788
60,0.07,56956
61,0.06,56060
62,0.06,56308
63,0.05,56188
64,0.05,56444
65,0.06,55916
66,0.07,55788
67,0.06,56296
68,0.06,56560
69,0.06,56356
70,0.06,56260
71,0.05,55824
72,0.05,53884
73,0.07,56016
74,0.08,55788
75,0.07,56188
76,0.07,58220
77,0.07,56940
78,0.06,56296
79,0.06,55784
80,0.05,56824
81,0.05,56328
82,0.06,56812
83,0.07,56956
84,0.06,55760
85,0.06,56176
86,0.06,56556
87,0.06,56828
88,0.07,55804
89,0.06,53636
90,0.07,56940
91,0.07,57212
92,0.06,56060
93,0.07,56816
94,0.06,55676
95,0.06,56812
96,0.07,56044
97,0.14,56964
98,0.13,55932
99,0.08,55656
100,0.06,56180
