Iteración,Tiempo(s),Memoria(KB)
1,0.16,53052
2,0.13,53112
3,0.07,55548
4,0.08,53480
5,0.08,53436
6,0.15,56700
7,0.09,53500
8,0.05,53232
9,0.05,56300
10,0.05,56172
11,0.07,56060
12,0.19,55912
13,0.18,40580
14,0.10,55536
15,0.10,55792
16,0.12,55928
17,0.10,56044
18,0.09,53364
19,0.10,53480
20,0.12,56180
21,0.11,55916
22,0.11,53500
23,0.09,53292
24,0.06,55792
25,0.07,55660
26,0.08,55672
27,0.08,53204
28,0.10,53372
29,0.11,55632
30,0.11,53340
31,0.13,53560
32,0.10,55660
33,0.12,55540
34,0.12,53496
35,0.08,55404
36,0.08,55784
37,0.09,56048
38,0.10,53484
39,0.13,55532
40,0.09,53532
41,0.05,55656
42,0.05,55804
43,0.06,55804
44,0.06,56044
45,0.07,53244
46,0.08,55928
47,0.08,55620
48,0.08,53508
49,0.09,53324
50,0.09,55152
51,0.13,55932
52,0.16,56176
53,0.11,53224
54,0.09,55656
55,0.10,53228
56,0.10,53480
57,0.10,53756
58,0.07,53104
59,0.13,56460
60,0.13,56452
61,0.07,55928
62,0.07,53368
63,0.08,53220
64,0.07,53356
65,0.07,55280
66,0.07,53484
67,0.07,54524
68,0.08,53240
69,0.09,40556
70,0.12,56188
71,0.13,55924
72,0.12,55020
73,0.19,55932
74,0.15,53284
75,0.07,53492
76,0.06,53316
77,0.07,53236
78,0.06,40452
79,0.06,52968
80,0.08,55932
81,0.07,54892
82,0.05,55668
83,0.06,55676
84,0.06,53380
85,0.06,53236
86,0.07,53484
87,0.06,55676
88,0.06,53360
89,0.06,55980
90,0.06,55656
91,0.06,53500
92,0.11,56068
93,0.10,55628
94,0.16,55804
95,0.11,53232
96,0.06,55532
97,0.07,55664
98,0.09,55796
99,0.11,40556
100,0.07,53620
