Iteración,Tiempo(s),Memoria(KB)
1,0.08,53372
2,0.10,55532
3,0.10,55548
4,0.06,55684
5,0.07,55928
6,0.10,55656
7,0.15,53228
8,0.07,55868
9,0.06,55656
10,0.06,53100
11,0.07,56180
12,0.07,53864
13,0.06,55676
14,0.06,53488
15,0.05,53360
16,0.05,53500
17,0.07,53244
18,0.08,56060
19,0.13,53252
20,0.13,53452
21,0.10,56060
22,0.07,56056
23,0.07,53096
24,0.09,53700
25,0.07,53492
26,0.09,56296
27,0.07,53628
28,0.08,53484
29,0.10,55804
30,0.12,55940
31,0.16,56060
32,0.15,56060
33,0.11,56176
34,0.08,55724
35,0.07,53368
36,0.07,55420
37,0.07,55676
38,0.07,55572
39,0.09,53492
40,0.10,55160
41,0.06,55664
42,0.07,55940
43,0.06,53400
44,0.06,53228
45,0.06,53484
46,0.07,52860
47,0.06,53500
48,0.06,53636
49,0.05,53376
50,0.07,53232
51,0.07,53636
52,0.06,55664
53,0.07,56112
54,0.06,53612
55,0.05,53616
56,0.06,55536
57,0.06,55556
58,0.05,56304
59,0.05,53104
60,0.06,55784
61,0.06,55276
62,0.06,56044
63,0.06,56176
64,0.07,55940
65,0.09,55676
66,0.24,53252
67,0.13,55924
68,0.12,53608
69,0.08,40360
70,0.14,53492
71,0.06,53480
72,0.07,53508
73,0.08,55580
74,0.08,53444
75,0.06,54896
76,0.07,55920
77,0.07,53496
78,0.06,56452
79,0.07,55152
80,0.09,55788
81,0.09,53488
82,0.09,53496
83,0.09,55536
84,0.10,53612
85,0.15,55804
86,0.13,53612
87,0.12,56296
88,0.12,40428
89,0.12,55664
90,0.11,55800
91,0.06,55788
92,0.09,53356
93,0.07,53232
94,0.07,53116
95,0.06,55500
96,0.10,55932
97,0.11,53612
98,0.13,53104
99,0.07,53104
100,0.06,53224
