Iteración,Tiempo(s),Memoria(KB)
1,0.14,56036
2,0.07,53384
3,0.07,53488
4,0.08,55664
5,0.08,55592
6,0.08,55940
7,0.09,55932
8,0.10,55276
9,0.10,55660
10,0.17,55500
11,0.13,55632
12,0.07,53452
13,0.08,53292
14,0.09,53232
15,0.09,53624
16,0.09,40444
17,0.11,53740
18,0.11,53744
19,0.08,55412
20,0.09,53628
21,0.09,55280
22,0.11,53116
23,0.14,56436
24,0.12,56060
25,0.08,55736
26,0.09,55924
27,0.09,55656
28,0.10,55152
29,0.11,55664
30,0.11,55788
31,0.09,56040
32,0.11,53372
33,0.13,56432
34,0.08,56160
35,0.08,55980
36,0.13,55428
37,0.07,53372
38,0.07,55664
39,0.08,53328
40,0.07,53488
41,0.08,56060
42,0.11,55664
43,0.14,55924
44,0.16,55684
45,0.15,53500
46,0.07,55172
47,0.07,55672
48,0.08,56060
49,0.09,55492
50,0.14,53116
51,0.08,55996
52,0.12,53488
53,0.13,53620
54,0.11,55492
55,0.06,53372
56,0.07,55932
57,0.06,53196
58,0.05,53356
59,0.07,55032
60,0.16,55940
61,0.07,53740
62,0.08,53776
63,0.13,55924
64,0.06,55528
65,0.07,55536
66,0.08,53492
67,0.08,55420
68,0.10,55688
69,0.09,53180
70,0.10,56180
71,0.10,55536
72,0.11,56236
73,0.19,55852
74,0.15,53312
75,0.06,55912
76,0.06,53488
77,0.07,53484
78,0.08,55880
79,0.10,53484
80,0.10,53356
81,0.09,53316
82,0.06,52976
83,0.06,53620
84,0.08,55788
85,0.11,53360
86,0.14,56044
87,0.08,55920
88,0.07,55788
89,0.08,56056
90,0.09,53548
91,0.09,53740
92,0.11,53372
93,0.10,53736
94,0.19,53228
95,0.19,54780
96,0.21,53356
97,0.18,53224
98,0.19,55924
99,0.16,55920
100,0.13,53252
