Iteración,Tiempo(s),Memoria(KB)
1,0.13,55920
2,0.14,55800
3,0.14,56316
4,0.12,55788
5,0.11,53372
6,0.11,53616
7,0.10,55420
8,0.13,53480
9,0.13,55532
10,0.13,55876
11,0.12,53360
12,0.14,55792
13,0.12,53372
14,0.12,53616
15,0.19,55896
16,0.14,56048
17,0.13,55920
18,0.12,53736
19,0.05,53492
20,0.05,55660
21,0.05,55804
22,0.06,55656
23,0.07,55792
24,0.06,55788
25,0.07,53756
26,0.08,53372
27,0.05,53616
28,0.05,53488
29,0.05,53372
30,0.07,56056
31,0.07,55924
32,0.10,53744
33,0.12,53236
34,0.10,53360
35,0.14,55532
36,0.16,55852
37,0.07,53620
38,0.13,40184
39,0.09,55912
40,0.09,56176
41,0.11,53356
42,0.12,40560
43,0.06,55920
44,0.09,56060
45,0.12,55164
46,0.06,53372
47,0.05,53372
48,0.06,53484
49,0.11,55780
50,0.14,53616
51,0.13,55540
52,0.09,55548
53,0.10,40428
54,0.13,53880
55,0.11,55788
56,0.13,53488
57,0.14,55932
58,0.13,40700
59,0.15,55792
60,0.13,40560
61,0.07,53100
62,0.10,55920
63,0.08,53616
64,0.11,55536
65,0.13,53360
66,0.10,53616
67,0.11,55916
68,0.08,53488
69,0.09,56168
70,0.08,53484
71,0.09,53116
72,0.06,40180
73,0.08,53360
74,0.13,53360
75,0.13,55668
76,0.13,53608
77,0.11,53500
78,0.13,53372
79,0.13,55916
80,0.13,53240
81,0.12,53500
82,0.07,53372
83,0.08,53496
84,0.07,53500
85,0.05,55672
86,0.06,53656
87,0.06,40508
88,0.10,56016
89,0.12,55804
90,0.13,56048
91,0.23,40580
92,0.06,53316
93,0.08,53356
94,0.09,55920
95,0.11,56176
96,0.13,55660
97,0.12,53488
98,0.15,55148
99,0.14,56176
100,0.12,53616
