Iteración,Tiempo(s),Memoria(KB)
1,0.09,54892
2,0.08,55920
3,0.08,54892
4,0.09,55212
5,0.09,55580
6,0.10,56060
7,0.10,53508
8,0.15,55044
9,0.18,53436
10,0.17,53124
11,0.17,53276
12,0.14,53608
13,0.08,55896
14,0.07,55020
15,0.07,55812
16,0.07,55668
17,0.05,55792
18,0.06,53136
19,0.07,55792
20,0.08,40696
21,0.13,53116
22,0.13,53612
23,0.15,56048
24,0.06,53360
25,0.07,53200
26,0.08,55916
27,0.08,53360
28,0.06,55544
29,0.06,55020
30,0.06,56276
31,0.09,55940
32,0.22,56836
33,0.22,55940
34,0.16,53104
35,0.15,55792
36,0.21,55804
37,0.17,55172
38,0.08,53100
39,0.08,53104
40,0.07,53368
41,0.17,55152
42,0.20,55156
43,0.17,54768
44,0.27,55404
45,0.19,56068
46,0.08,55204
47,0.12,53488
48,0.10,55128
49,0.13,55280
50,0.14,56048
51,0.16,53432
52,0.20,55804
53,0.18,55812
54,0.20,56188
55,0.20,53388
56,0.18,56316
57,0.19,55924
58,0.17,53228
59,0.22,55404
60,0.09,53436
61,0.07,53420
62,0.08,55920
63,0.15,55156
64,0.16,40308
65,0.19,56008
66,0.18,56300
67,0.14,56260
68,0.08,53500
69,0.10,40088
70,0.11,55664
71,0.12,55684
72,0.11,56304
73,0.07,53508
74,0.07,56240
75,0.08,53380
76,0.08,56308
77,0.07,53112
78,0.08,54908
79,0.06,55788
80,0.05,55792
81,0.07,53332
82,0.08,53116
83,0.08,55916
84,0.08,53116
85,0.08,55280
86,0.08,53500
87,0.07,55300
88,0.08,53484
89,0.07,53124
90,0.08,55420
91,0.07,55236
92,0.07,40316
93,0.08,53288
94,0.08,56052
95,0.08,55276
96,0.08,56048
97,0.08,54892
98,0.08,55924
99,0.09,53488
100,0.10,55800
