Iteración,Tiempo(s),Memoria(KB)
1,0.11,55804
2,0.15,55676
3,0.17,40232
4,0.17,53712
5,0.09,53508
6,0.07,53356
7,0.07,56188
8,0.11,53612
9,0.11,53500
10,0.08,55920
11,0.08,56060
12,0.10,55664
13,0.08,53492
14,0.09,53612
15,0.14,56044
16,0.06,53100
17,0.05,53324
18,0.06,55916
19,0.07,56172
20,0.08,52984
21,0.11,55992
22,0.11,55484
23,0.13,55540
24,0.13,55420
25,0.15,53492
26,0.15,56044
27,0.09,55940
28,0.07,55676
29,0.07,53480
30,0.07,53244
31,0.07,55664
32,0.07,55788
33,0.07,56080
34,0.08,53116
35,0.09,55920
36,0.10,56440
37,0.10,53096
38,0.10,55980
39,0.10,55916
40,0.07,53488
41,0.10,55256
42,0.09,53316
43,0.09,53628
44,0.09,55664
45,0.10,55788
46,0.12,55912
47,0.11,53388
48,0.08,55676
49,0.14,55056
50,0.15,56176
51,0.07,55812
52,0.08,56048
53,0.10,53372
54,0.09,53236
55,0.06,53384
56,0.08,56044
57,0.15,56060
58,0.15,53516
59,0.07,53368
60,0.12,56060
61,0.13,55536
62,0.13,53116
63,0.08,53636
64,0.07,53356
65,0.08,55824
66,0.08,53608
67,0.09,55760
68,0.09,56048
69,0.08,53752
70,0.11,53488
71,0.12,55548
72,0.10,40444
73,0.06,53572
74,0.08,55916
75,0.18,56048
76,0.17,56068
77,0.14,55548
78,0.07,53284
79,0.07,55720
80,0.07,53616
81,0.07,54928
82,0.09,53240
83,0.07,55568
84,0.09,55804
85,0.10,56184
86,0.12,53236
87,0.10,40312
88,0.11,55664
89,0.12,53616
90,0.11,53352
91,0.11,55532
92,0.07,55640
93,0.12,55392
94,0.14,55660
95,0.11,55792
96,0.06,53372
97,0.07,55812
98,0.11,53500
99,0.16,55788
100,0.14,56168
