Iteración,Tiempo(s),Memoria(KB)
1,0.09,55436
2,0.09,54852
3,0.08,56304
4,0.10,55544
5,0.10,56188
6,0.09,40180
7,0.07,55872
8,0.08,56188
9,0.07,53244
10,0.07,55292
11,0.09,53420
12,0.15,56700
13,0.06,55024
14,0.08,56084
15,0.08,55704
16,0.08,55020
17,0.09,53628
18,0.10,54900
19,0.15,53360
20,0.09,55804
21,0.12,56184
22,0.11,53484
23,0.08,55784
24,0.08,55780
25,0.12,53228
26,0.15,53432
27,0.06,55676
28,0.08,55548
29,0.11,56060
30,0.10,53616
31,0.12,53352
32,0.09,40572
33,0.10,56272
34,0.10,56060
35,0.10,53520
36,0.10,55500
37,0.12,53392
38,0.11,53356
39,0.08,53508
40,0.10,55548
41,0.12,55784
42,0.13,55356
43,0.14,53356
44,0.14,55428
45,0.09,56304
46,0.07,53124
47,0.09,55844
48,0.15,55812
49,0.09,55532
50,0.10,55408
51,0.09,40176
52,0.13,55788
53,0.15,55924
54,0.10,55912
55,0.09,56044
56,0.09,40568
57,0.13,55888
58,0.14,54896
59,0.15,40312
60,0.07,53356
61,0.07,55788
62,0.09,55492
63,0.09,53492
64,0.13,54776
65,0.09,56208
66,0.08,40440
67,0.10,55516
68,0.11,55788
69,0.13,55152
70,0.15,56572
71,0.06,55696
72,0.07,55952
73,0.08,55144
74,0.14,56012
75,0.07,55528
76,0.09,56048
77,0.07,55756
78,0.08,53496
79,0.08,53352
80,0.12,53548
81,0.15,55628
82,0.14,53480
83,0.13,40284
84,0.14,56056
85,0.07,54252
86,0.10,53444
87,0.14,40564
88,0.16,55824
89,0.08,53752
90,0.05,53116
91,0.05,53232
92,0.06,55144
93,0.06,53032
94,0.06,55920
95,0.08,55952
96,0.09,55884
97,0.09,56060
98,0.09,53872
99,0.12,55616
100,0.13,55920
