Iteración,Tiempo(s),Memoria(KB)
1,0.08,53380
2,0.16,53100
3,0.12,56060
4,0.09,55792
5,0.15,56388
6,0.05,55660
7,0.06,53484
8,0.06,55788
9,0.06,55912
10,0.07,55932
11,0.08,56316
12,0.10,55792
13,0.10,53356
14,0.10,53616
15,0.10,40684
16,0.12,53356
17,0.09,53500
18,0.06,55492
19,0.06,53500
20,0.13,55928
21,0.08,55544
22,0.07,56048
23,0.08,53612
24,0.09,53196
25,0.09,53368
26,0.10,55420
27,0.10,53608
28,0.11,53196
29,0.12,53496
30,0.12,53360
31,0.13,55408
32,0.14,53336
33,0.07,53116
34,0.08,53228
35,0.06,53484
36,0.06,53240
37,0.05,55408
38,0.06,55652
39,0.07,53224
40,0.14,53356
41,0.09,53108
42,0.09,52972
43,0.09,53580
44,0.10,55532
45,0.10,55412
46,0.10,53128
47,0.15,53228
48,0.15,53232
49,0.14,53232
50,0.10,55916
51,0.11,56564
52,0.16,53608
53,0.14,55456
54,0.12,56044
55,0.09,53292
56,0.11,53236
57,0.13,53364
58,0.12,53228
59,0.11,40304
60,0.11,55420
61,0.10,53484
62,0.11,53628
63,0.05,55428
64,0.05,55532
65,0.06,53480
66,0.07,40560
67,0.07,55784
68,0.07,55788
69,0.08,55672
70,0.14,56176
71,0.12,53612
72,0.08,53228
73,0.06,53356
74,0.08,53756
75,0.09,56048
76,0.12,40196
77,0.11,54724
78,0.11,53548
79,0.12,53116
80,0.08,55536
81,0.08,53356
82,0.08,53496
83,0.05,55800
84,0.05,55660
85,0.07,40316
86,0.08,55532
87,0.08,55404
88,0.14,56044
89,0.07,40428
90,0.07,53444
91,0.08,53608
92,0.16,56160
93,0.08,53572
94,0.11,55924
95,0.14,55540
96,0.12,56048
97,0.09,55924
98,0.15,53352
99,0.09,55916
100,0.28,55940
