Iteración,Tiempo(s),Memoria(KB)
1,0.07,56300
2,0.07,54652
3,0.09,56772
4,0.15,55928
5,0.17,53484
6,0.14,57152
7,0.08,55952
8,0.08,55804
9,0.09,55920
10,0.16,53884
11,0.11,55548
12,0.11,55020
13,0.10,56944
14,0.09,56176
15,0.09,55804
16,0.09,53628
17,0.06,56064
18,0.06,55656
19,0.06,55668
20,0.05,55668
21,0.06,56060
22,0.07,56004
23,0.09,56196
24,0.10,56816
25,0.17,56196
26,0.15,55812
27,0.07,56560
28,0.09,56980
29,0.11,55520
30,0.15,56528
31,0.11,55920
32,0.10,56188
33,0.11,56176
34,0.12,53764
35,0.16,56172
36,0.13,55916
37,0.15,55668
38,0.06,56316
39,0.08,55920
40,0.12,55824
41,0.10,56264
42,0.09,56188
43,0.16,56196
44,0.07,56400
45,0.05,56304
46,0.07,55912
47,0.08,53512
48,0.08,55912
49,0.10,56812
50,0.11,55924
51,0.13,56300
52,0.13,56312
53,0.15,56828
54,0.15,56188
55,0.09,56304
56,0.12,56948
57,0.07,56060
58,0.08,56044
59,0.12,56060
60,0.13,55684
61,0.09,56444
62,0.09,56100
63,0.09,56044
64,0.17,56176
65,0.14,55924
66,0.09,55932
67,0.08,55800
68,0.09,55888
69,0.13,54640
70,0.13,56680
71,0.10,55804
72,0.11,55528
73,0.10,53408
74,0.11,55788
75,0.13,56748
76,0.10,55676
77,0.13,56428
78,0.12,56052
79,0.09,56428
80,0.08,55628
81,0.08,53884
82,0.10,56044
83,0.09,56040
84,0.10,55984
85,0.15,56572
86,0.16,56172
87,0.18,56808
88,0.15,56424
89,0.11,55760
90,0.14,56444
91,0.09,55676
92,0.17,56188
93,0.08,57292
94,0.09,53744
95,0.14,56080
96,0.12,55792
97,0.07,56300
98,0.07,53364
99,0.09,56952
100,0.07,57468
