Iteración,Tiempo(s),Memoria(KB)
1,0.06,53744
2,0.06,53500
3,0.07,53116
4,0.06,56060
5,0.08,55924
6,0.06,53456
7,0.07,53228
8,0.06,53528
9,0.07,54728
10,0.12,53104
11,0.18,53360
12,0.19,56060
13,0.20,56004
14,0.09,53744
15,0.06,55544
16,0.07,53084
17,0.07,55420
18,0.07,53476
19,0.08,56180
20,0.17,53612
21,0.16,54208
22,0.16,53628
23,0.13,56308
24,0.17,56004
25,0.13,53424
26,0.08,53244
27,0.07,56092
28,0.08,53612
29,0.08,55036
30,0.10,53068
31,0.11,55980
32,0.10,53224
33,0.09,55672
34,0.10,55876
35,0.13,55144
36,0.12,55172
37,0.17,56040
38,0.18,56196
39,0.18,55848
40,0.15,56068
41,0.15,53232
42,0.12,55036
43,0.15,53312
44,0.19,55888
45,0.19,55812
46,0.19,53484
47,0.16,55912
48,0.13,53628
49,0.08,55928
50,0.09,40316
51,0.07,55568
52,0.06,56176
53,0.06,55400
54,0.07,55544
55,0.11,53500
56,0.12,53500
57,0.11,56176
58,0.13,53480
59,0.12,53484
60,0.12,53484
61,0.11,55664
62,0.15,55592
63,0.14,55556
64,0.16,56156
65,0.18,40232
66,0.17,53164
67,0.16,54904
68,0.13,53232
69,0.07,52988
70,0.08,55752
71,0.08,53372
72,0.07,55540
73,0.09,56172
74,0.11,55544
75,0.10,55408
76,0.08,55404
77,0.08,53420
78,0.09,53360
79,0.10,53360
80,0.10,53372
81,0.06,56316
82,0.06,55920
83,0.07,53360
84,0.12,55940
85,0.06,55404
86,0.06,53232
87,0.07,55500
88,0.10,53616
89,0.08,53484
90,0.08,55796
91,0.09,56180
92,0.11,55884
93,0.10,53372
94,0.12,53112
95,0.12,53152
96,0.12,55656
97,0.10,53420
98,0.11,53492
99,0.12,40304
100,0.09,56324
