Iteración,Tiempo(s),Memoria(KB)
1,0.13,56188
2,0.08,55928
3,0.13,56304
4,0.14,55800
5,0.27,55812
6,0.20,55420
7,0.19,56188
8,0.13,53744
9,0.10,55672
10,0.09,56180
11,0.06,56172
12,0.06,56172
13,0.06,56316
14,0.07,55660
15,0.07,56036
16,0.11,56188
17,0.12,55656
18,0.12,53736
19,0.10,55684
20,0.10,56772
21,0.14,54512
22,0.10,55796
23,0.15,56560
24,0.17,55804
25,0.11,57076
26,0.14,55796
27,0.13,56176
28,0.07,55676
29,0.08,56104
30,0.12,55788
31,0.14,56048
32,0.13,56180
33,0.15,57204
34,0.15,55724
35,0.13,56432
36,0.14,56056
37,0.08,55912
38,0.06,55804
39,0.08,56312
40,0.11,55792
41,0.13,56048
42,0.14,55596
43,0.09,56036
44,0.09,55540
45,0.10,54004
46,0.11,56188
47,0.11,56424
48,0.05,57208
49,0.07,56052
50,0.12,53616
51,0.13,56828
52,0.15,56168
53,0.08,56560
54,0.08,56060
55,0.08,56188
56,0.10,55404
57,0.14,55920
58,0.10,56432
59,0.11,56060
60,0.16,57200
61,0.16,55748
62,0.14,53628
63,0.12,56944
64,0.06,56312
65,0.07,56552
66,0.08,55676
67,0.10,55668
68,0.16,56684
69,0.16,56976
70,0.15,56432
71,0.13,57448
72,0.12,56308
73,0.15,56056
74,0.10,53748
75,0.11,56044
76,0.15,56316
77,0.08,55920
78,0.11,56428
79,0.15,56312
80,0.14,56560
81,0.07,56048
82,0.07,55800
83,0.09,57200
84,0.11,55888
85,0.14,56564
86,0.12,55676
87,0.07,56436
88,0.10,56172
89,0.14,56028
90,0.14,56176
91,0.15,56060
92,0.12,55768
93,0.16,57212
94,0.11,56424
95,0.16,55536
96,0.10,53584
97,0.07,56296
98,0.07,56060
99,0.06,55700
100,0.08,56812
