Iteración,Tiempo(s),Memoria(KB)
1,0.06,53244
2,0.05,54384
3,0.06,53364
4,0.06,55788
5,0.07,56052
6,0.10,53500
7,0.13,55300
8,0.13,53104
9,0.22,55556
10,0.14,55408
11,0.14,55916
12,0.13,55928
13,0.13,53736
14,0.14,55916
15,0.14,53360
16,0.13,53616
17,0.07,53488
18,0.07,55676
19,0.07,53496
20,0.08,56444
21,0.08,55404
22,0.09,56172
23,0.07,56040
24,0.09,55544
25,0.13,53244
26,0.13,55664
27,0.13,55784
28,0.05,53620
29,0.05,53624
30,0.08,53292
31,0.12,54524
32,0.14,55792
33,0.12,55916
34,0.13,56184
35,0.06,55528
36,0.08,53628
37,0.11,53500
38,0.13,55800
39,0.14,55788
40,0.08,53452
41,0.06,53372
42,0.08,56316
43,0.12,53492
44,0.11,55804
45,0.12,53724
46,0.12,53480
47,0.11,53612
48,0.12,53620
49,0.12,53484
50,0.13,53500
51,0.09,53484
52,0.11,53496
53,0.12,55804
54,0.14,55800
55,0.13,56188
56,0.08,56172
57,0.09,56164
58,0.10,53628
59,0.10,53740
60,0.08,53596
61,0.14,56060
62,0.13,53500
63,0.06,53364
64,0.07,55804
65,0.12,56236
66,0.11,53372
67,0.10,53500
68,0.12,53372
69,0.12,53620
70,0.12,53112
71,0.14,55924
72,0.12,53756
73,0.14,53608
74,0.12,53244
75,0.13,56044
76,0.14,55920
77,0.15,53612
78,0.13,56296
79,0.12,53488
80,0.10,53872
81,0.11,40684
82,0.13,55408
83,0.09,55932
84,0.11,53224
85,0.09,55724
86,0.06,55528
87,0.07,56172
88,0.07,53488
89,0.13,55548
90,0.13,55668
91,0.19,55640
92,0.13,55676
93,0.12,53364
94,0.08,53372
95,0.07,55532
96,0.06,53372
97,0.09,53488
98,0.08,55280
99,0.05,53372
100,0.06,55676
