Iteración,Tiempo(s),Memoria(KB)
1,0.14,53804
2,0.11,53636
3,0.10,56140
4,0.13,58208
5,0.12,56304
6,0.13,55664
7,0.21,55548
8,0.22,55364
9,0.23,53624
10,0.21,56132
11,0.17,57324
12,0.18,56300
13,0.13,56060
14,0.09,56048
15,0.08,55888
16,0.16,56572
17,0.15,53764
18,0.08,56016
19,0.08,56296
20,0.11,55676
21,0.17,57084
22,0.14,55916
23,0.09,53924
24,0.10,56324
25,0.14,56256
26,0.16,55556
27,0.16,57076
28,0.15,55612
29,0.18,57200
30,0.14,56004
31,0.20,55400
32,0.19,56132
33,0.16,55300
34,0.14,56228
35,0.08,53740
36,0.10,53616
37,0.09,55932
38,0.06,56428
39,0.06,55676
40,0.07,55932
41,0.06,56464
42,0.06,56164
43,0.07,55556
44,0.08,55548
45,0.06,55404
46,0.06,55916
47,0.07,56048
48,0.13,55660
49,0.14,55916
50,0.14,55964
51,0.07,56192
52,0.06,56300
53,0.07,57704
54,0.08,55420
55,0.12,56308
56,0.13,57068
57,0.12,56800
58,0.06,55916
59,0.06,56956
60,0.07,57460
61,0.06,56060
62,0.07,56308
63,0.09,55800
64,0.11,55792
65,0.12,56368
66,0.08,55792
67,0.16,57064
68,0.10,55792
69,0.10,57232
70,0.09,56812
71,0.08,58252
72,0.08,56572
73,0.14,56956
74,0.06,55676
75,0.08,56016
76,0.08,55660
77,0.10,56560
78,0.09,56172
79,0.10,53464
80,0.11,56424
81,0.11,53616
82,0.13,53488
83,0.11,55920
84,0.08,55796
85,0.09,57212
86,0.11,57328
87,0.12,55916
88,0.15,56912
89,0.12,55676
90,0.07,55660
91,0.08,55928
92,0.10,56108
93,0.13,55792
94,0.09,56516
95,0.09,56700
96,0.10,55500
97,0.08,56044
98,0.08,57580
99,0.09,56080
100,0.12,56208
