Iteración,Tiempo(s),Memoria(KB)
1,0.23,55884
2,0.21,53356
3,0.17,56300
4,0.21,55148
5,0.20,52804
6,0.20,55484
7,0.09,40556
8,0.12,56108
9,0.07,55964
10,0.07,53360
11,0.08,55912
12,0.07,56196
13,0.08,53372
14,0.10,55796
15,0.11,53520
16,0.09,55980
17,0.08,55676
18,0.08,55800
19,0.09,56592
20,0.10,55440
21,0.10,40440
22,0.09,53492
23,0.07,55932
24,0.06,53780
25,0.07,53360
26,0.07,56176
27,0.07,55792
28,0.09,56112
29,0.08,55788
30,0.11,54936
31,0.14,55920
32,0.13,55788
33,0.10,53356
34,0.11,53596
35,0.16,56436
36,0.08,55932
37,0.08,53316
38,0.08,53188
39,0.09,55644
40,0.08,53224
41,0.08,55548
42,0.06,40304
43,0.05,55920
44,0.07,55932
45,0.06,53584
46,0.06,56828
47,0.05,40688
48,0.05,55548
49,0.05,55548
50,0.06,56016
51,0.07,55932
52,0.06,56216
53,0.05,53236
54,0.06,55548
55,0.07,56400
56,0.09,55932
57,0.13,56688
58,0.14,55932
59,0.14,55556
60,0.11,56012
61,0.13,55920
62,0.10,53544
63,0.06,55788
64,0.05,53104
65,0.06,52908
66,0.07,53620
67,0.06,55408
68,0.07,56172
69,0.06,55292
70,0.08,55868
71,0.12,55148
72,0.13,55400
73,0.14,56432
74,0.07,53508
75,0.06,56044
76,0.06,53124
77,0.07,55532
78,0.07,55876
79,0.08,55416
80,0.09,55656
81,0.11,40312
82,0.12,55288
83,0.12,55284
84,0.16,55148
85,0.09,53468
86,0.07,40492
87,0.09,55620
88,0.12,55664
89,0.11,56252
90,0.22,56012
91,0.13,55812
92,0.08,56188
93,0.18,55132
94,0.16,53380
95,0.16,56048
96,0.17,40272
97,0.14,55404
98,0.08,54380
99,0.07,52956
100,0.07,56176
