Iteración,Tiempo(s),Memoria(KB)
1,0.07,53500
2,0.08,55804
3,0.09,53388
4,0.13,53452
5,0.08,55504
6,0.07,53608
7,0.07,53700
8,0.07,53352
9,0.06,55672
10,0.07,55992
11,0.08,56068
12,0.06,53612
13,0.07,53380
14,0.07,56048
15,0.06,55412
16,0.06,55528
17,0.05,53356
18,0.06,55804
19,0.07,55980
20,0.07,53620
21,0.05,53480
22,0.09,56316
23,0.06,53316
24,0.05,53496
25,0.05,53360
26,0.06,53608
27,0.06,53536
28,0.07,55152
29,0.06,56188
30,0.07,55928
31,0.15,56464
32,0.11,53624
33,0.06,55800
34,0.06,55812
35,0.06,53476
36,0.07,53236
37,0.14,53228
38,0.07,53356
39,0.06,55668
40,0.07,53224
41,0.05,55668
42,0.06,53488
43,0.07,56080
44,0.07,53500
45,0.05,53500
46,0.08,55924
47,0.06,53480
48,0.08,53112
49,0.09,55592
50,0.12,53008
51,0.14,53368
52,0.14,56056
53,0.09,55656
54,0.07,53372
55,0.08,55664
56,0.08,53612
57,0.10,53364
58,0.09,40300
59,0.08,53368
60,0.09,55532
61,0.09,55284
62,0.09,53224
63,0.10,55628
64,0.10,55548
65,0.10,53488
66,0.10,53360
67,0.13,53672
68,0.13,53500
69,0.09,55684
70,0.06,53372
71,0.06,55504
72,0.08,53104
73,0.10,55504
74,0.13,53360
75,0.12,53484
76,0.11,56184
77,0.10,55768
78,0.09,55932
79,0.08,53624
80,0.08,55404
81,0.07,55888
82,0.07,53336
83,0.07,55420
84,0.09,55724
85,0.08,55676
86,0.10,55668
87,0.12,55508
88,0.12,55928
89,0.11,53188
90,0.14,53524
91,0.17,53500
92,0.11,53500
93,0.07,53480
94,0.09,55932
95,0.11,53244
96,0.09,55880
97,0.09,55628
98,0.10,53352
99,0.10,55552
100,0.18,56132
