Iteración,Tiempo(s),Memoria(KB)
1,0.07,56300
2,0.06,55664
3,0.07,53196
4,0.07,53232
5,0.06,53508
6,0.08,53508
7,0.07,55540
8,0.07,53228
9,0.07,53232
10,0.07,55120
11,0.06,53232
12,0.06,53500
13,0.07,55920
14,0.06,53356
15,0.07,55676
16,0.07,53608
17,0.06,56188
18,0.08,53252
19,0.06,53500
20,0.06,53260
21,0.06,53616
22,0.07,56068
23,0.06,53488
24,0.07,55932
25,0.06,55684
26,0.06,53244
27,0.08,55788
28,0.09,53628
29,0.16,53188
30,0.11,53224
31,0.09,55548
32,0.10,53228
33,0.09,55548
34,0.05,53716
35,0.05,53500
36,0.07,53252
37,0.06,53200
38,0.07,56040
39,0.06,53756
40,0.06,53500
41,0.06,53580
42,0.06,52984
43,0.08,53244
44,0.10,53508
45,0.09,55676
46,0.10,56280
47,0.10,55980
48,0.08,55788
49,0.10,55408
50,0.19,53100
51,0.18,53364
52,0.16,56056
53,0.30,53616
54,0.18,53228
55,0.18,40444
56,0.16,53228
57,0.15,40432
58,0.11,53104
59,0.10,53488
60,0.16,53616
61,0.12,55800
62,0.08,55420
63,0.09,55940
64,0.14,53544
65,0.17,53228
66,0.16,53492
67,0.15,53244
68,0.13,56156
69,0.06,56188
70,0.08,56044
71,0.08,55792
72,0.08,40564
73,0.12,53252
74,0.10,53096
75,0.12,56424
76,0.12,53356
77,0.11,55548
78,0.07,53328
79,0.07,53616
80,0.12,53232
81,0.08,53096
82,0.10,55932
83,0.09,55408
84,0.12,56172
85,0.12,56048
86,0.10,53208
87,0.10,55976
88,0.09,53500
89,0.10,40220
90,0.11,55272
91,0.10,40560
92,0.06,55540
93,0.06,53500
94,0.07,56444
95,0.07,53200
96,0.07,53136
97,0.10,53492
98,0.11,53612
99,0.12,53488
100,0.09,53284
