Iteración,Tiempo(s),Memoria(KB)
1,0.07,55312
2,0.06,55288
3,0.07,53372
4,0.11,55656
5,0.11,53620
6,0.07,53096
7,0.07,53352
8,0.14,53492
9,0.08,55672
10,0.08,53744
11,0.09,53232
12,0.11,53468
13,0.17,56176
14,0.15,55940
15,0.08,53372
16,0.09,55792
17,0.11,55664
18,0.10,53356
19,0.10,53368
20,0.14,53740
21,0.07,56108
22,0.07,53144
23,0.08,53360
24,0.07,53104
25,0.07,55720
26,0.08,55772
27,0.08,55916
28,0.10,56184
29,0.11,53188
30,0.14,53420
31,0.13,53484
32,0.11,56208
33,0.09,53484
34,0.08,55912
35,0.06,53200
36,0.05,55932
37,0.07,53372
38,0.08,55920
39,0.09,55328
40,0.11,55804
41,0.11,53424
42,0.06,56180
43,0.07,53252
44,0.05,55760
45,0.10,53360
46,0.14,55932
47,0.13,56048
48,0.06,53196
49,0.07,55660
50,0.11,54260
51,0.12,56044
52,0.17,55676
53,0.15,55676
54,0.09,56060
55,0.09,53444
56,0.09,53488
57,0.06,53328
58,0.06,53496
59,0.06,53496
60,0.06,53204
61,0.07,55408
62,0.06,53496
63,0.06,55544
64,0.07,53188
65,0.07,53188
66,0.07,56048
67,0.06,55792
68,0.07,53500
69,0.14,55728
70,0.06,55020
71,0.06,53360
72,0.07,55928
73,0.08,53584
74,0.08,56176
75,0.08,55804
76,0.09,53116
77,0.08,53488
78,0.06,55280
79,0.07,55672
80,0.11,53180
81,0.11,53360
82,0.12,55804
83,0.10,56044
84,0.10,53612
85,0.10,56188
86,0.10,55532
87,0.12,55676
88,0.16,53080
89,0.09,53360
90,0.09,53360
91,0.09,53180
92,0.11,55724
93,0.16,55444
94,0.15,53360
95,0.09,55920
96,0.10,53548
97,0.14,53356
98,0.07,55420
99,0.08,53444
100,0.11,56056
